time_s,f_des_N,f_rfob_N,f_ati_N,f_err_N,f_joint_Nm,tau_in_Nm,qdot_des_rad_s,qdot_meas_rad_s,q_des_rad,q_rad,tau_meas_Nm,b_adm,k_spring,kp_motor,kd_motor,lpf_alpha,vel_limit,wq_rfob
0.270050,0.000000,-0.024740,-0.207416,0.024740,0.004948,-0.008547,0.001028,-0.014652,-0.000374,-0.000191,-0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.280322,0.000000,-0.031015,-0.207416,0.031015,0.006203,-0.005128,0.001279,-0.024420,-0.000361,-0.000191,-0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.292731,0.000000,-0.029730,-0.256045,0.029730,0.005946,-0.005128,0.001227,-0.131868,-0.000345,-0.000191,-0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.301717,0.000000,0.007857,-0.206727,-0.007857,-0.001571,-0.008547,-0.000200,0.014652,-0.000347,-0.000572,0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.310419,0.000000,-0.020317,-0.206727,0.020317,0.004063,0.005128,0.000851,-0.014652,-0.000340,-0.000191,-0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.320142,0.000000,-0.023595,-0.403620,0.023595,0.004719,-0.001709,0.000982,0.004884,-0.000330,-0.000191,-0.025641,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.331709,0.000000,-0.041851,-0.302789,0.041851,0.008370,-0.025641,0.001712,0.034188,-0.000310,-0.000191,0.015385,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.340264,0.000000,-0.052666,-0.302789,0.052666,0.010533,0.015385,0.002145,-0.092796,-0.000292,-0.000191,-0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.350181,0.000000,-0.013360,-0.212740,0.013360,0.002672,-0.005128,0.000573,0.034188,-0.000286,-0.000191,0.011966,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.360081,0.000000,-0.028428,-0.212740,0.028428,0.005686,0.011966,0.001175,-0.034188,-0.000275,-0.000191,-0.018803,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.371406,0.000000,-0.020892,-0.256983,0.020892,0.004178,-0.018803,0.000874,0.024420,-0.000265,-0.000191,0.011966,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.380436,0.000000,-0.030210,-0.278636,0.030210,0.006042,0.011966,0.001247,-0.073260,-0.000254,-0.000191,-0.015385,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.391103,0.000000,-0.007482,-0.278636,0.007482,0.001496,-0.015385,0.000337,0.073260,-0.000250,-0.000191,0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.400036,0.000000,-0.041536,-0.411637,0.041536,0.008307,0.008547,0.001700,-0.004884,-0.000235,-0.000191,-0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.411653,0.000000,-0.034154,-0.237149,0.034154,0.006831,-0.008547,0.001404,0.034188,-0.000219,-0.000191,-0.011966,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.420587,0.000000,-0.045994,-0.237149,0.045994,0.009199,-0.011966,0.001878,0.004884,-0.000202,-0.000191,-0.011966,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.431720,0.000000,-0.044239,-0.270003,0.044239,0.008848,-0.011966,0.001808,-0.024420,-0.000182,-0.000191,-0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.440345,0.000000,-0.031637,-0.254286,0.031637,0.006327,-0.005128,0.001304,-0.014652,-0.000170,-0.000191,-0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.450028,0.000000,-0.029144,-0.254286,0.029144,0.005829,-0.008547,0.001204,0.043956,-0.000159,-0.000191,-0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.460060,0.000000,-0.047036,-0.408393,0.047036,0.009407,-0.005128,0.001920,0.053724,-0.000140,-0.000191,-0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.470193,0.000000,-0.056528,-0.273871,0.056528,0.011306,-0.001709,0.002299,-0.083028,-0.000116,-0.000191,-0.018803,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.480608,0.000000,-0.020353,-0.273871,0.020353,0.004071,-0.018803,0.000852,0.004884,-0.000107,-0.000191,0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.491428,0.000000,-0.027274,-0.198433,0.027274,0.005455,0.001709,0.001129,0.034188,-0.000095,-0.000191,-0.022222,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.500572,0.000000,-0.047961,-0.249609,0.047961,0.009592,-0.022222,0.001957,-0.034188,-0.000077,-0.000191,-0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.510000,0.000000,-0.033661,-0.249609,0.033661,0.006732,-0.005128,0.001385,-0.092796,-0.000064,-0.000191,0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.520248,0.000000,0.000722,-0.275018,-0.000722,-0.000144,0.008547,0.000009,0.034188,-0.000064,-0.000191,0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.530324,0.000000,-0.022420,-0.275018,0.022420,0.004484,0.001709,0.000935,-0.034188,-0.000055,-0.000191,-0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.540152,0.000000,-0.013187,-0.396206,0.013187,0.002637,-0.008547,0.000566,-0.014652,-0.000049,-0.000191,-0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.550926,0.000000,-0.017273,-0.249645,0.017273,0.003455,-0.008547,0.000729,-0.083028,-0.000041,-0.000191,-0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.562279,0.000000,0.002397,-0.249645,-0.002397,-0.000479,-0.005128,-0.000058,-0.004884,-0.000042,-0.000191,0.022222,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.570524,0.000000,-0.005549,-0.229938,0.005549,0.001110,0.022222,0.000260,-0.141636,-0.000040,-0.000191,-0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.580601,0.000000,0.033346,-0.229938,-0.033346,-0.006669,-0.008547,-0.001219,0.043956,-0.000052,-0.000572,-0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.590338,0.000000,-0.014131,-0.229938,0.014131,0.002826,-0.008547,0.000603,0.014652,-0.000046,-0.000191,-0.011966,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.600463,0.000000,-0.032587,-0.246925,0.032587,0.006517,-0.011966,0.001342,-0.034188,-0.000033,-0.000191,-0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.610250,0.000000,-0.024823,-0.390313,0.024823,0.004965,-0.005128,0.001031,-0.083028,-0.000022,-0.000191,-0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.620288,0.000000,-0.005408,-0.390313,0.005408,0.001082,-0.008547,0.000254,-0.004884,-0.000020,-0.000191,-0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.630265,0.000000,-0.020697,-0.276586,0.020697,0.004139,-0.001709,0.000866,0.024420,-0.000011,-0.000191,-0.022222,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.640000,0.000000,-0.046065,-0.188232,0.046065,0.009213,-0.022222,0.001881,0.073260,0.000007,-0.000191,-0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.650402,0.000000,-0.074804,-0.188232,0.074804,0.014961,-0.008547,0.003030,0.092796,0.000039,-0.000191,-0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.660000,0.000000,-0.094622,-0.251949,0.094622,0.018924,-0.008547,0.003823,0.073260,0.000075,-0.000191,0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.670424,0.000000,-0.090155,-0.281311,0.090155,0.018031,0.001709,0.003644,0.034188,0.000113,-0.000191,-0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.680173,0.000000,-0.069091,-0.281311,0.069091,0.013818,-0.001709,0.002802,0.024420,0.000141,-0.000191,-0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.690237,0.000000,-0.053896,-0.397676,0.053896,0.010779,-0.008547,0.002194,-0.053724,0.000163,-0.000191,0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.700794,0.000000,-0.015391,-0.397676,0.015391,0.003078,0.001709,0.000654,-0.053724,0.000170,-0.000191,-0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.710043,0.000000,0.002925,-0.272272,-0.002925,-0.000585,-0.008547,-0.000079,-0.063492,0.000169,-0.000191,-0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.720473,0.000000,0.011959,-0.208741,-0.011959,-0.002392,-0.008547,-0.000440,0.043956,0.000164,-0.000191,0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.730001,0.000000,-0.019291,-0.208741,0.019291,0.003858,0.001709,0.000810,0.014652,0.000172,-0.000191,0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.740211,0.000000,-0.023096,-0.269247,0.023096,0.004619,0.001709,0.000962,0.063492,0.000182,-0.000191,-0.018803,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.750000,0.000000,-0.048148,-0.318450,0.048148,0.009630,-0.018803,0.001964,-0.004884,0.000201,-0.000191,-0.011966,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.762118,0.000000,-0.040867,-0.318450,0.040867,0.008173,-0.011966,0.001673,-0.092796,0.000221,-0.000191,-0.011966,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.772125,0.000000,-0.009234,-0.385800,0.009234,0.001847,-0.011966,0.000407,-0.014652,0.000225,-0.000191,0.022222,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.780082,0.000000,-0.010265,-0.237999,0.010265,0.002053,0.022222,0.000449,0.092796,0.000229,-0.000191,0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.791238,0.000000,-0.039923,-0.237999,0.039923,0.007985,0.008547,0.001635,0.131868,0.000247,-0.000191,0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.800160,0.000000,-0.064013,-0.219461,0.064013,0.012803,0.008547,0.002599,-0.004884,0.000270,-0.000191,0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.810220,0.000000,-0.026140,-0.285030,0.026140,0.005228,0.001709,0.001084,0.043956,0.000281,-0.000191,-0.022222,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.820462,0.000000,-0.031846,-0.285030,0.031846,0.006369,-0.022222,0.001312,0.024420,0.000295,-0.000191,-0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.830048,0.000000,-0.029894,-0.389227,0.029894,0.005979,-0.008547,0.001234,0.034188,0.000306,-0.000191,-0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.840101,0.000000,-0.030852,-0.389227,0.030852,0.006170,-0.001709,0.001272,0.014652,0.000319,-0.000191,0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.850279,0.000000,-0.020372,-0.287043,0.020372,0.004074,0.005128,0.000853,0.102564,0.000328,-0.000191,0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.861156,0.000000,-0.041760,-0.243190,0.041760,0.008352,0.001709,0.001709,-0.034188,0.000347,-0.000191,-0.015385,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.870335,0.000000,-0.010216,-0.243190,0.010216,0.002043,-0.015385,0.000447,-0.043956,0.000351,-0.000191,-0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.880236,0.000000,0.009524,-0.281526,-0.009524,-0.001905,-0.001709,-0.000343,-0.024420,0.000347,-0.000191,-0.015385,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.890437,0.000000,0.005636,-0.286004,-0.005636,-0.001127,-0.015385,-0.000187,0.083028,0.000345,-0.000191,-0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.900207,0.000000,-0.036546,-0.286004,0.036546,0.007309,-0.008547,0.001500,0.024420,0.000360,-0.000191,-0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.910133,0.000000,-0.039860,-0.405511,0.039860,0.007972,-0.008547,0.001633,-0.092796,0.000376,-0.000191,0.015385,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.920523,0.000000,0.007940,-0.243188,-0.007940,-0.001588,0.015385,-0.000279,-0.063492,0.000373,-0.000191,-0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.930357,0.000000,0.020664,-0.243188,-0.020664,-0.004133,-0.005128,-0.000788,0.034188,0.000366,-0.000191,-0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.940365,0.000000,-0.007263,-0.241771,0.007263,0.001453,-0.001709,0.000329,-0.083028,0.000369,-0.000191,-0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.950067,0.000000,0.016481,-0.241771,-0.016481,-0.003296,-0.005128,-0.000621,0.043956,0.000363,-0.000191,0.011966,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.960060,0.000000,-0.008982,-0.270323,0.008982,0.001796,0.011966,0.000397,0.083028,0.000367,-0.000191,0.011966,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.971814,0.000000,-0.026820,-0.387394,0.026820,0.005364,0.011966,0.001111,-0.053724,0.000380,-0.000191,0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.981161,0.000000,0.014019,-0.387394,-0.014019,-0.002804,0.005128,-0.000523,0.014652,0.000375,-0.000191,0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
0.991381,0.000000,0.011666,-0.294434,-0.011666,-0.002333,0.001709,-0.000429,0.014652,0.000371,-0.000191,-0.015385,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
1.000297,0.000000,0.003057,-0.211690,-0.003057,-0.000611,-0.015385,-0.000084,0.014652,0.000370,-0.000191,-0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
1.011260,0.000000,-0.004180,-0.211690,0.004180,0.000836,-0.005128,0.000205,-0.043956,0.000372,-0.000191,-0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
1.020416,0.000000,0.011820,-0.224890,-0.011820,-0.002364,-0.001709,-0.000435,-0.014652,0.000368,-0.000191,-0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
1.030196,0.000000,0.008946,-0.268480,-0.008946,-0.001789,-0.001709,-0.000320,0.102564,0.000365,-0.000191,-0.015385,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
1.042221,0.000000,-0.038127,-0.268480,0.038127,0.007625,-0.015385,0.001563,-0.083028,0.000384,-0.000191,-0.018803,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
1.050493,0.000000,-0.002724,-0.398761,0.002724,0.000545,-0.018803,0.000147,-0.083028,0.000385,-0.000191,0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
1.060258,0.000000,0.020617,-0.247989,-0.020617,-0.004123,0.008547,-0.000787,0.034188,0.000377,-0.000191,0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
1.071172,0.000000,-0.005895,-0.247989,0.005895,0.001179,0.001709,0.000274,0.014652,0.000380,-0.000191,-0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
1.080374,0.000000,-0.016320,-0.218932,0.016320,0.003264,-0.008547,0.000691,-0.053724,0.000387,-0.000191,0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
1.090352,0.000000,0.003565,-0.218932,-0.003565,-0.000713,0.001709,-0.000104,-0.092796,0.000386,-0.000191,-0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
1.100130,0.000000,0.025297,-0.266904,-0.025297,-0.005059,-0.005128,-0.000974,-0.004884,0.000376,-0.000191,-0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
1.110446,0.000000,0.005456,-0.386988,-0.005456,-0.001091,-0.001709,-0.000180,0.004884,0.000374,-0.000191,-0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
1.120000,0.000000,-0.011837,-0.386988,0.011837,0.002367,-0.008547,0.000512,-0.092796,0.000379,-0.000191,-0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
1.130000,0.000000,0.011305,-0.274484,-0.011305,-0.002261,-0.005128,-0.000414,-0.063492,0.000375,-0.000191,0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
1.143032,0.000000,0.014677,-0.215299,-0.014677,-0.002935,0.001709,-0.000549,0.024420,0.000368,-0.000191,-0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
1.150864,0.000000,-0.015849,-0.215299,0.015849,0.003170,-0.001709,0.000672,0.004884,0.000373,-0.000191,0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
1.160141,0.000000,-0.021564,-0.232494,0.021564,0.004313,0.005128,0.000901,-0.024420,0.000381,-0.000191,0.015385,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
1.171161,0.000000,-0.005041,-0.268518,0.005041,0.001008,0.015385,0.000240,-0.112332,0.000384,-0.000191,0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
1.180567,0.000000,0.036633,-0.268518,-0.036633,-0.007327,0.005128,-0.001351,-0.092796,0.000371,-0.000572,0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
1.190373,0.000000,0.050587,-0.396271,-0.050587,-0.010117,0.001709,-0.001985,-0.004884,0.000352,-0.000191,-0.011966,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
1.200251,0.000000,0.019916,-0.286747,-0.019916,-0.003983,-0.011966,-0.000758,-0.073260,0.000344,-0.000191,0.015385,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
1.210037,0.000000,0.033119,-0.286747,-0.033119,-0.006624,0.015385,-0.001287,-0.053724,0.000332,-0.000191,0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
1.220586,0.000000,0.035615,-0.228223,-0.035615,-0.007123,0.008547,-0.001386,-0.004884,0.000317,-0.000191,-0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
1.230000,0.000000,0.017460,-0.228223,-0.017460,-0.003492,-0.001709,-0.000660,-0.043956,0.000311,-0.000191,-0.015385,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
1.240382,0.000000,0.013024,-0.286171,-0.013024,-0.002605,-0.015385,-0.000483,-0.004884,0.000306,-0.000191,-0.011966,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
1.250052,0.000000,-0.007897,-0.370755,0.007897,0.001579,-0.011966,0.000354,-0.014652,0.000309,-0.000191,0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
1.260479,0.000000,-0.011449,-0.370755,0.011449,0.002290,0.005128,0.000496,-0.073260,0.000315,-0.000191,-0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
1.270267,0.000000,0.007293,-0.292277,-0.007293,-0.001459,-0.001709,-0.000254,-0.014652,0.000312,-0.000191,0.011966,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
1.280617,0.000000,0.003389,-0.240452,-0.003389,-0.000678,0.011966,-0.000097,0.024420,0.000311,-0.000191,-0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
1.290000,0.000000,-0.014174,-0.240452,0.014174,0.002835,-0.005128,0.000605,0.034188,0.000317,-0.000191,-0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
1.300050,0.000000,-0.029189,-0.234795,0.029189,0.005838,-0.008547,0.001206,-0.024420,0.000329,-0.000191,-0.032479,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
1.310161,0.000000,-0.029703,-0.268230,0.029703,0.005941,-0.032479,0.001226,0.053724,0.000341,-0.000191,-0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
1.320265,0.000000,-0.053757,-0.268230,0.053757,0.010751,-0.001709,0.002188,-0.043956,0.000363,-0.000191,-0.011966,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
1.330050,0.000000,-0.034166,-0.387148,0.034166,0.006833,-0.011966,0.001405,0.004884,0.000377,-0.000191,-0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
1.340115,0.000000,-0.037725,-0.249626,0.037725,0.007545,-0.001709,0.001547,0.034188,0.000393,-0.000191,-0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
1.351183,0.000000,-0.049548,-0.249626,0.049548,0.009910,-0.008547,0.002020,0.053724,0.000415,-0.000191,-0.015385,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
1.361267,0.000000,-0.065155,-0.229005,0.065155,0.013031,-0.015385,0.002644,0.014652,0.000442,-0.000191,0.015385,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
