time_s,f_des_N,f_est_N,f_ati_N,f_err_N,tau_meas_Nm,qdot_des_rad_s,qdot_meas_rad_s,q_des_rad,q_rad,b_adm,k_spring,kp_motor,kd_motor,lpf_alpha,vel_limit
0.270386,0.000000,-0.069702,-0.469947,0.069702,0.025641,0.002826,0.024420,0.000387,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.280137,0.000000,-0.050633,-0.198963,0.050633,0.005128,0.002063,-0.024420,0.000407,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.290000,0.000000,-0.069567,-0.105749,0.069567,-0.029060,0.002821,-0.083028,0.000435,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.300456,0.000000,-0.084713,-0.105749,0.084713,-0.029060,0.003427,0.024420,0.000471,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.310473,0.000000,-0.069480,-0.143945,0.069480,-0.001709,0.002817,-0.014652,0.000499,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.320000,0.000000,-0.070968,-0.281029,0.070968,-0.015385,0.002877,-0.034188,0.000527,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.331292,0.000000,-0.075578,-0.281029,0.075578,-0.018803,0.003061,-0.004884,0.000561,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.340000,0.000000,-0.079266,-0.282694,0.079266,-0.018803,0.003209,-0.024420,0.000589,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.350482,0.000000,-0.068541,-0.282694,0.068541,-0.005128,0.002780,0.063492,0.000618,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.361062,0.000000,-0.046286,-0.114556,0.046286,0.008547,0.001890,0.014652,0.000638,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.370125,0.000000,-0.048994,-0.115477,0.048994,-0.011966,0.001998,-0.004884,0.000656,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.380405,0.000000,-0.030649,-0.115477,0.030649,0.008547,0.001264,-0.014652,0.000669,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.390000,0.000000,-0.015972,-0.141162,0.015972,0.008547,0.000677,0.083028,0.000676,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.400000,0.000000,-0.011068,-0.364162,0.011068,0.001709,0.000481,0.034188,0.000681,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.410006,0.000000,-0.010564,-0.364162,0.010564,-0.001709,0.000461,0.092796,0.000685,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.421225,0.000000,-0.006742,-0.136217,0.006742,0.001709,0.000308,-0.043956,0.000689,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.430354,0.000000,-0.013940,-0.057490,0.013940,-0.008547,0.000596,-0.024420,0.000694,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.440000,0.000000,-0.036793,-0.057490,0.036793,-0.025641,0.001510,0.004884,0.000709,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.451315,0.000000,-0.024306,-0.084371,0.024306,0.005128,0.001010,-0.004884,0.000720,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.466681,0.000000,0.002777,-0.105212,-0.002777,0.022222,-0.000073,0.063492,0.000719,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.473053,0.000000,-0.013163,-0.105212,0.013163,-0.015385,0.000565,-0.053724,0.000723,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.480001,0.000000,0.004854,-0.363992,-0.004854,0.015385,-0.000156,-0.004884,0.000722,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.491038,0.000000,-0.008082,-0.065921,0.008082,-0.011966,0.000361,0.004884,0.000726,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.500120,0.000000,-0.018432,-0.065921,0.018432,-0.011966,0.000775,-0.004884,0.000733,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.510677,0.000000,-0.016455,-0.102112,0.016455,-0.001709,0.000696,0.034188,0.000740,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.520000,0.000000,-0.008036,-0.102112,0.008036,0.005128,0.000360,-0.014652,0.000743,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.530490,0.000000,-0.018394,-0.100086,0.018394,-0.011966,0.000774,0.102564,0.000751,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.541953,0.000000,-0.016425,-0.364081,0.016425,-0.001709,0.000695,-0.053724,0.000759,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.550000,0.000000,-0.035362,-0.364081,0.035362,-0.022222,0.001453,-0.004884,0.000771,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.560425,0.000000,-0.047093,-0.096214,0.047093,-0.018803,0.001922,-0.034188,0.000791,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.570550,0.000000,-0.022290,-0.032260,0.022290,0.015385,0.000930,0.043956,0.000801,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.580339,0.000000,-0.029798,-0.032260,0.029798,-0.011966,0.001230,0.014652,0.000813,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.590000,0.000000,-0.018710,-0.072749,0.018710,0.005128,0.000787,-0.024420,0.000820,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.600000,0.000000,-0.016677,-0.064168,0.016677,-0.001709,0.000705,-0.024420,0.000827,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.615581,0.000000,-0.004795,-0.064168,0.004795,0.008547,0.000230,-0.004884,0.000831,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.620239,0.000000,-0.015802,-0.374757,0.015802,-0.011966,0.000670,-0.063492,0.000834,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.630403,0.000000,0.019837,-0.084913,-0.019837,0.032479,-0.000755,0.043956,0.000826,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.641048,0.000000,0.020998,-0.084913,-0.020998,0.005128,-0.000802,-0.053724,0.000818,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.651254,0.000000,0.018508,-0.043346,-0.018508,0.001709,-0.000702,0.043956,0.000811,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.660409,0.000000,0.030191,-0.077574,-0.030191,0.015385,-0.001169,-0.102564,0.000800,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.670217,0.000000,0.039537,-0.077574,-0.039537,0.015385,-0.001543,-0.014652,0.000785,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.680236,0.000000,0.043596,-0.297499,-0.043596,0.011966,-0.001706,-0.102564,0.000768,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.690047,0.000000,0.019492,-0.297499,-0.019492,-0.015385,-0.000742,-0.063492,0.000760,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.700298,0.000000,0.030978,-0.168122,-0.030978,0.015385,-0.001201,-0.073260,0.000748,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.710120,0.000000,0.016236,-0.044083,-0.016236,-0.008547,-0.000611,-0.102564,0.000742,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.720201,0.000000,0.038629,-0.044083,-0.038629,0.025641,-0.001507,0.073260,0.000727,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.730575,0.000000,0.018938,-0.058464,-0.018938,-0.011966,-0.000719,-0.034188,0.000719,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.741127,0.000000,0.020278,-0.093708,-0.020278,0.005128,-0.000773,0.004884,0.000711,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.750614,0.000000,0.024770,-0.093708,-0.024770,0.008547,-0.000953,-0.024420,0.000702,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.761279,0.000000,0.065970,-0.372700,-0.065970,0.046154,-0.002601,0.034188,0.000675,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.770335,0.000000,0.051066,-0.130874,-0.051066,-0.001709,-0.002005,0.004884,0.000656,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.780220,0.000000,0.080169,-0.130874,-0.080169,0.039316,-0.003169,-0.014652,0.000625,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.790000,0.000000,0.055588,-0.060023,-0.055588,-0.008547,-0.002185,-0.063492,0.000604,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.800000,0.000000,0.018830,-0.060023,-0.018830,-0.025641,-0.000715,-0.034188,0.000597,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.812934,0.000000,0.040705,-0.081237,-0.040705,0.025641,-0.001590,-0.092796,0.000576,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.820424,0.000000,0.044530,-0.188576,-0.044530,0.011966,-0.001743,0.034188,0.000563,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.832189,0.000000,0.081778,-0.188576,-0.081778,0.046154,-0.003233,-0.024420,0.000525,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.841378,0.000000,0.067131,-0.279831,-0.067131,0.001709,-0.002647,-0.004884,0.000501,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.851413,0.000000,0.058833,-0.081826,-0.058833,0.005128,-0.002315,0.043956,0.000477,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.860490,0.000000,0.072708,-0.081826,-0.072708,0.025641,-0.002870,0.083028,0.000451,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.870433,0.000000,0.056457,-0.091516,-0.056457,-0.001709,-0.002220,-0.024420,0.000429,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.880133,0.000000,0.046875,-0.133081,-0.046875,0.001709,-0.001837,0.053724,0.000411,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.890985,0.000000,-0.005235,-0.133081,0.005235,-0.042735,0.000248,0.043956,0.000414,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.900263,0.000000,0.007778,-0.394580,-0.007778,0.011966,-0.000273,-0.034188,0.000412,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.910000,0.000000,0.001094,-0.131100,-0.001094,-0.005128,-0.000006,0.102564,0.000411,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.920656,0.000000,0.026516,-0.131100,-0.026516,0.025641,-0.001022,0.053724,0.000401,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.931426,0.000000,0.029760,-0.021665,-0.029760,0.008547,-0.001152,0.024420,0.000388,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.940356,0.000000,-0.008671,-0.079303,0.008671,-0.032479,0.000385,-0.004884,0.000392,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.950178,0.000000,-0.029159,-0.079303,0.029159,-0.022222,0.001204,0.063492,0.000403,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.960222,0.000000,-0.025036,-0.137307,0.025036,-0.001709,0.001040,0.004884,0.000414,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.970221,0.000000,-0.059345,-0.397602,0.059345,-0.039316,0.002412,0.024420,0.000438,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.981557,0.000000,-0.038929,-0.397602,0.038929,0.008547,0.001595,-0.004884,0.000456,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
0.990513,0.000000,-0.039690,-0.087763,0.039690,-0.008547,0.001626,0.083028,0.000471,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
1.000684,0.000000,-0.012949,-0.087763,0.012949,0.018803,0.000556,-0.053724,0.000476,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
1.010192,0.000000,0.005025,-0.062876,-0.005025,0.015385,-0.000163,-0.034188,0.000475,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
1.020653,0.000000,0.009149,-0.152547,-0.009149,0.005128,-0.000328,-0.131868,0.000471,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
1.030599,0.000000,-0.028579,-0.152547,0.028579,-0.035897,0.001181,-0.043956,0.000483,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
1.040000,0.000000,-0.038247,-0.381300,0.038247,-0.015385,0.001568,-0.092796,0.000498,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
1.050085,0.000000,-0.032307,-0.155611,0.032307,-0.001709,0.001330,-0.014652,0.000511,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
1.060114,0.000000,-0.013880,-0.155611,0.013880,0.011966,0.000593,0.083028,0.000517,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
1.071019,0.000000,-0.036745,-0.101134,0.036745,-0.025641,0.001508,0.014652,0.000534,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
1.080495,0.000000,-0.024268,-0.111705,0.024268,0.005128,0.001009,-0.043956,0.000543,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
1.090527,0.000000,-0.014286,-0.111705,0.014286,0.005128,0.000610,-0.014652,0.000549,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
1.101202,0.000000,-0.023395,-0.144067,0.023395,-0.011966,0.000974,0.083028,0.000560,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
1.110114,0.000000,-0.023844,-0.429435,0.023844,-0.005128,0.000992,0.043956,0.000569,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
1.120280,0.000000,-0.010528,-0.429435,0.010528,0.008547,0.000459,0.043956,0.000573,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
1.130294,0.000000,-0.003294,-0.151742,0.003294,0.005128,0.000170,0.083028,0.000575,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
1.142872,0.000000,0.016168,-0.151742,-0.016168,0.018803,-0.000609,-0.014652,0.000567,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
1.150893,0.000000,0.007806,-0.092346,-0.007806,-0.005128,-0.000274,0.092796,0.000565,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
1.160000,0.000000,0.001117,-0.092346,-0.001117,-0.005128,-0.000007,-0.004884,0.000565,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
1.170167,0.000000,0.012859,-0.092346,-0.012859,0.011966,-0.000476,-0.053724,0.000560,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
1.180574,0.000000,0.018834,-0.336654,-0.018834,0.008547,-0.000715,0.004884,0.000553,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
1.190581,0.000000,-0.010574,-0.201009,0.010574,-0.025641,0.000461,-0.014652,0.000557,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
1.200082,0.000000,-0.003331,-0.201009,0.003331,0.005128,0.000171,0.043956,0.000559,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
1.210331,0.000000,-0.024887,-0.120323,0.024887,-0.022222,0.001034,-0.014652,0.000570,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
1.222200,0.000000,-0.014781,-0.143181,0.014781,0.005128,0.000629,0.034188,0.000577,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
1.230322,0.000000,-0.010116,-0.143181,0.010116,0.001709,0.000443,-0.004884,0.000581,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
1.240329,0.000000,-0.002964,-0.161505,0.002964,0.005128,0.000157,-0.063492,0.000582,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
1.250998,0.000000,-0.010918,-0.408885,0.010918,-0.008547,0.000475,-0.102564,0.000587,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
1.260804,0.000000,0.010069,-0.408885,-0.010069,0.018803,-0.000365,0.141636,0.000584,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
1.270285,0.000000,0.009764,-0.133575,-0.009764,0.001709,-0.000352,0.004884,0.000580,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
1.280221,0.000000,0.016359,-0.133575,-0.016359,0.008547,-0.000616,-0.170940,0.000574,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
1.290159,0.000000,0.028471,-0.060392,-0.028471,0.015385,-0.001101,-0.004884,0.000563,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
1.300000,0.000000,0.007393,-0.115221,-0.007393,-0.015385,-0.000258,-0.141636,0.000561,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
1.312719,0.000000,0.011042,-0.188679,-0.011042,0.005128,-0.000404,0.024420,0.000556,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
1.320355,0.000000,0.007124,-0.188679,-0.007124,-0.001709,-0.000247,0.024420,0.000554,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
1.330191,0.000000,-0.002848,-0.318844,0.002848,-0.008547,0.000152,-0.024420,0.000555,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
1.340387,0.000000,0.023363,-0.318844,-0.023363,0.025641,-0.000896,-0.083028,0.000546,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
1.350905,0.000000,0.027237,-0.136744,-0.027237,0.008547,-0.001051,0.014652,0.000535,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
1.360595,0.000000,0.002987,-0.122216,-0.002987,-0.018803,-0.000081,0.190476,0.000534,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
1.370152,0.000000,0.010936,-0.122216,-0.010936,0.008547,-0.000399,0.073260,0.000530,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
1.380115,0.000000,-0.003217,-0.134296,0.003217,-0.011966,0.000167,-0.024420,0.000532,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
1.390181,0.000000,0.005974,-0.396450,-0.005974,0.008547,-0.000201,0.014652,0.000530,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
1.400231,0.000000,-0.031119,-0.396450,0.031119,-0.035897,0.001283,0.112332,0.000543,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
1.412680,0.000000,-0.019767,-0.162145,0.019767,0.005128,0.000829,-0.034188,0.000553,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
1.422367,0.000000,-0.034617,-0.114596,0.034617,-0.018803,0.001423,0.034188,0.000567,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
1.430060,0.000000,-0.046497,-0.114596,0.046497,-0.018803,0.001898,0.004884,0.000582,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
1.440445,0.000000,-0.049163,-0.147562,0.049163,-0.011966,0.002005,0.043956,0.000602,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
1.451305,0.000000,-0.010271,-0.147562,0.010271,0.029060,0.000449,0.043956,0.000607,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
1.460242,0.000000,0.003749,-0.149372,-0.003749,0.011966,-0.000112,-0.034188,0.000606,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
1.470301,0.000000,0.001290,-0.348603,-0.001290,-0.001709,-0.000013,0.014652,0.000606,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
1.480354,0.000000,0.016417,-0.348603,-0.016417,0.015385,-0.000619,0.102564,0.000600,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
1.490227,0.000000,0.014843,-0.062291,-0.014843,0.001709,-0.000556,-0.053724,0.000594,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
1.500073,0.000000,0.034096,-0.017291,-0.034096,0.022222,-0.001326,-0.034188,0.000581,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
1.511630,0.000000,0.039243,-0.017291,-0.039243,0.011966,-0.001532,0.004884,0.000564,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
1.520673,0.000000,0.039941,-0.091028,-0.039941,0.008547,-0.001560,0.063492,0.000550,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
1.530000,0.000000,0.006312,-0.338509,-0.006312,-0.025641,-0.000214,-0.004884,0.000548,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
1.540453,0.000000,-0.030848,-0.338509,0.030848,-0.035897,0.001272,-0.014652,0.000561,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
1.550000,0.000000,-0.022969,-0.155204,0.022969,0.001709,0.000957,-0.043956,0.000570,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
1.560349,0.000000,-0.033760,-0.019225,0.033760,-0.015385,0.001389,-0.043956,0.000584,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
1.570000,0.000000,-0.021880,-0.019225,0.021880,0.005128,0.000913,0.063492,0.000593,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
1.580000,0.000000,-0.015794,-0.100498,0.015794,0.001709,0.000670,0.014652,0.000600,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
1.593087,0.000000,-0.004088,-0.100498,0.004088,0.008547,0.000202,-0.034188,0.000603,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
1.600156,0.000000,0.008695,-0.076766,-0.008695,0.011966,-0.000310,0.024420,0.000600,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
1.610152,0.000000,0.018922,-0.389065,-0.018922,0.011966,-0.000719,0.004884,0.000593,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
1.621370,0.000000,0.016847,-0.389065,-0.016847,0.001709,-0.000636,0.024420,0.000586,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
