time_s,f_des_N,f_raw_N,f_filt_N,f_err_N,f_joint_Nm,qdot_des_rad_s,qdot_meas_rad_s,q_des_rad,q_rad,tau_meas_Nm,b_adm,k_spring,kp_motor,kd_motor,lpf_alpha,vel_limit
0.180079,0.000000,-0.142580,-0.115502,0.115502,0.023100,0.004658,-0.034188,0.000879,-0.000191,0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.193384,0.000000,-0.154143,-0.127094,0.127094,0.025419,0.005122,0.053724,0.000947,-0.000191,0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.200744,0.000000,-0.154143,-0.135209,0.135209,0.027042,0.005447,0.004884,0.000987,-0.000191,-0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.210209,0.000000,-0.168164,-0.145095,0.145095,0.029019,0.005842,-0.004884,0.001043,-0.000191,-0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.220299,0.000000,-0.077550,-0.124832,0.124832,0.024966,0.005031,-0.014652,0.001093,-0.000191,0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.230957,0.000000,-0.077550,-0.110647,0.110647,0.022129,0.004464,0.053724,0.001141,-0.000191,-0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.241287,0.000000,-0.126253,-0.115329,0.115329,0.023066,0.004651,-0.053724,0.001189,-0.000191,-0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.250158,0.000000,-0.131912,-0.120304,0.120304,0.024061,0.004850,-0.024420,0.001232,-0.000191,-0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.260131,0.000000,-0.131912,-0.123786,0.123786,0.024757,0.004990,-0.092796,0.001282,-0.000191,0.015385,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.270423,0.000000,-0.166883,-0.136715,0.136715,0.027343,0.005583,0.063492,0.001339,-0.000572,-0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.280994,0.000000,-0.103208,-0.126663,0.126663,0.025333,0.005105,0.073260,0.001393,-0.000191,-0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.290937,0.000000,-0.103208,-0.119627,0.119627,0.023925,0.004823,0.170940,0.001441,-0.000191,0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.300529,0.000000,-0.107299,-0.115928,0.115928,0.023186,0.004675,-0.024420,0.001486,-0.000191,0.022222,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.310438,0.000000,-0.107299,-0.113340,0.113340,0.022668,0.004572,0.024420,0.001531,-0.000191,-0.015385,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.320478,0.000000,-0.148019,-0.123744,0.123744,0.024749,0.004988,-0.092796,0.001581,-0.000191,-0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.330478,0.000000,-0.128806,-0.125262,0.125262,0.025052,0.005125,-0.034188,0.001633,-0.000572,-0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.340000,0.000000,-0.128806,-0.126325,0.126325,0.025265,0.005091,0.073260,0.001681,-0.000191,0.011966,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.350124,0.000000,-0.150012,-0.133431,0.133431,0.026686,0.005375,0.063492,0.001736,-0.000191,0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.362889,0.000000,-0.074414,-0.115726,0.115726,0.023145,0.004667,-0.053724,0.001795,-0.000191,0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.370113,0.000000,-0.074414,-0.103332,0.103332,0.020666,0.004248,0.073260,0.001826,-0.000572,0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.381271,0.000000,-0.106047,-0.104147,0.104147,0.020829,0.004204,-0.014652,0.001873,-0.000191,0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.390119,0.000000,-0.132444,-0.112636,0.112636,0.022527,0.004544,-0.053724,0.001913,-0.000191,-0.011966,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.400453,0.000000,-0.132444,-0.118578,0.118578,0.023716,0.004858,-0.043956,0.001963,-0.000572,0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.410649,0.000000,-0.129157,-0.121752,0.121752,0.024350,0.004985,0.034188,0.002014,-0.000572,0.011966,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.420475,0.000000,-0.129157,-0.123973,0.123973,0.024795,0.004997,-0.004884,0.002063,-0.000191,0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.430648,0.000000,-0.104214,-0.118045,0.118045,0.023609,0.004836,-0.004884,0.002112,-0.000572,0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.440206,0.000000,-0.066251,-0.102507,0.102507,0.020501,0.004215,0.063492,0.002153,-0.000572,-0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.450807,0.000000,-0.066251,-0.091630,0.091630,0.018326,0.003703,0.024420,0.002192,-0.000191,0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.460000,0.000000,-0.122210,-0.100804,0.100804,0.020161,0.004070,-0.053724,0.002229,-0.000191,-0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.470508,0.000000,-0.121086,-0.106889,0.106889,0.021378,0.004390,0.024420,0.002275,-0.000572,0.015385,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.480077,0.000000,-0.121086,-0.111148,0.111148,0.022230,0.004484,-0.073260,0.002318,-0.000191,-0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.490000,0.000000,-0.133336,-0.117804,0.117804,0.023561,0.004827,0.053724,0.002366,-0.000572,0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.500486,0.000000,-0.063552,-0.101529,0.101529,0.020306,0.004099,0.200244,0.002409,-0.000191,0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.511902,0.000000,-0.063552,-0.090136,0.090136,0.018027,0.003644,-0.024420,0.002451,-0.000191,0.015385,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.520354,0.000000,-0.098386,-0.092611,0.092611,0.018522,0.003819,0.053724,0.002483,-0.000572,0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.530851,0.000000,-0.118961,-0.100516,0.100516,0.020103,0.004059,0.004884,0.002526,-0.000191,0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.543209,0.000000,-0.118961,-0.106049,0.106049,0.021210,0.004356,-0.043956,0.002580,-0.000572,-0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.551421,0.000000,-0.122626,-0.111022,0.111022,0.022204,0.004555,-0.004884,0.002617,-0.000572,0.015385,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.561658,0.000000,-0.098915,-0.107390,0.107390,0.021478,0.004410,0.034188,0.002662,-0.000572,-0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.570147,0.000000,-0.098915,-0.104848,0.104848,0.020970,0.004308,0.053724,0.002699,-0.000572,0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.580085,0.000000,-0.061230,-0.091763,0.091763,0.018353,0.003709,0.004884,0.002735,-0.000191,0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.590146,0.000000,-0.061230,-0.082603,0.082603,0.016521,0.003419,-0.043956,0.002770,-0.000572,0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.600135,0.000000,-0.115684,-0.092527,0.092527,0.018505,0.003816,-0.014652,0.002808,-0.000572,0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.610190,0.000000,-0.115684,-0.099474,0.099474,0.019895,0.004093,0.034188,0.002849,-0.000572,0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.621409,0.000000,-0.118772,-0.105263,0.105263,0.021053,0.004325,-0.043956,0.002898,-0.000572,0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.630466,0.000000,-0.136336,-0.114585,0.114585,0.022917,0.004698,-0.004884,0.002940,-0.000572,0.022222,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.641132,0.000000,-0.063303,-0.099200,0.099200,0.019840,0.004082,0.024420,0.002984,-0.000572,0.018803,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.650017,0.000000,-0.063303,-0.088431,0.088431,0.017686,0.003652,-0.024420,0.003016,-0.000572,0.022222,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.660000,0.000000,-0.087004,-0.088003,0.088003,0.017601,0.003635,-0.122100,0.003053,-0.000572,0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.671128,0.000000,-0.106258,-0.093480,0.093480,0.018696,0.003854,0.014652,0.003095,-0.000572,0.015385,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.680182,0.000000,-0.106258,-0.097313,0.097313,0.019463,0.004007,-0.024420,0.003132,-0.000572,0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.690204,0.000000,-0.093735,-0.096240,0.096240,0.019248,0.003964,-0.034188,0.003171,-0.000572,0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.700000,0.000000,-0.093735,-0.095489,0.095489,0.019098,0.003934,0.043956,0.003210,-0.000572,0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.710328,0.000000,-0.137602,-0.108123,0.108123,0.021625,0.004439,0.073260,0.003256,-0.000572,0.018803,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.720000,0.000000,-0.040027,-0.087694,0.087694,0.017539,0.003622,-0.043956,0.003291,-0.000572,0.011966,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.730211,0.000000,-0.040027,-0.073394,0.073394,0.014679,0.003050,-0.122100,0.003322,-0.000572,0.015385,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.740092,0.000000,-0.084463,-0.076714,0.076714,0.015343,0.003183,0.073260,0.003353,-0.000572,0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.750635,0.000000,-0.095777,-0.082433,0.082433,0.016487,0.003412,-0.043956,0.003389,-0.000572,0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.760346,0.000000,-0.095777,-0.086436,0.086436,0.017287,0.003572,0.024420,0.003424,-0.000572,0.022222,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.770554,0.000000,-0.104308,-0.091798,0.091798,0.018360,0.003786,-0.102564,0.003463,-0.000572,0.022222,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.780664,0.000000,-0.057039,-0.081370,0.081370,0.016274,0.003369,0.053724,0.003497,-0.000572,0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.790310,0.000000,-0.057039,-0.074071,0.074071,0.014814,0.003077,0.053724,0.003526,-0.000572,0.015385,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.800456,0.000000,-0.098117,-0.081285,0.081285,0.016257,0.003366,-0.024420,0.003561,-0.000572,0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.810000,0.000000,-0.114145,-0.091143,0.091143,0.018229,0.003760,-0.014652,0.003597,-0.000572,-0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.820000,0.000000,-0.114145,-0.098043,0.098043,0.019609,0.004036,0.034188,0.003637,-0.000572,-0.011966,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.830006,0.000000,-0.101812,-0.099174,0.099174,0.019835,0.004081,0.131868,0.003678,-0.000572,0.025641,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.842106,0.000000,-0.121959,-0.106009,0.106009,0.021202,0.004279,0.024420,0.003729,-0.000191,0.018803,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.850341,0.000000,-0.121959,-0.110794,0.110794,0.022159,0.004546,-0.034188,0.003767,-0.000572,0.011966,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.860492,0.000000,-0.041531,-0.090015,0.090015,0.018003,0.003715,0.073260,0.003805,-0.000572,0.018803,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.870594,0.000000,-0.041531,-0.075470,0.075470,0.015094,0.003133,-0.073260,0.003836,-0.000572,0.015385,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.882497,0.000000,-0.085058,-0.078346,0.078346,0.015669,0.003248,-0.024420,0.003875,-0.000572,0.015385,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.890343,0.000000,-0.104083,-0.086067,0.086067,0.017213,0.003557,0.043956,0.003903,-0.000572,0.015385,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.900163,0.000000,-0.104083,-0.091472,0.091472,0.018294,0.003773,-0.083028,0.003940,-0.000572,0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.910646,0.000000,-0.111518,-0.097486,0.097486,0.019497,0.004014,0.024420,0.003982,-0.000572,0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.920301,0.000000,-0.073612,-0.090324,0.090324,0.018065,0.003727,-0.063492,0.004018,-0.000572,0.011966,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.930000,0.000000,-0.073612,-0.085310,0.085310,0.017062,0.003527,0.034188,0.004052,-0.000572,0.022222,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.941718,0.000000,-0.042307,-0.072409,0.072409,0.014482,0.003011,-0.034188,0.004087,-0.000572,0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.950670,0.000000,-0.091852,-0.078242,0.078242,0.015648,0.003244,-0.112332,0.004116,-0.000572,0.011966,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.961921,0.000000,-0.091852,-0.082325,0.082325,0.016465,0.003407,0.092796,0.004155,-0.000572,0.022222,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.972192,0.000000,-0.082783,-0.082462,0.082462,0.016492,0.003413,-0.092796,0.004190,-0.000572,0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.980164,0.000000,-0.082783,-0.082559,0.082559,0.016512,0.003417,-0.092796,0.004217,-0.000572,0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
0.990405,0.000000,-0.108541,-0.090353,0.090353,0.018071,0.003729,-0.141636,0.004255,-0.000572,0.018803,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
1.000596,0.000000,-0.027555,-0.071514,0.071514,0.014303,0.002975,-0.043956,0.004286,-0.000572,0.015385,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
1.010361,0.000000,-0.027555,-0.058326,0.058326,0.011665,0.002448,0.014652,0.004310,-0.000572,0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
1.020016,0.000000,-0.058496,-0.058377,0.058377,0.011675,0.002450,-0.034188,0.004333,-0.000572,0.011966,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
1.030000,0.000000,-0.079578,-0.064737,0.064737,0.012947,0.002704,0.024420,0.004360,-0.000572,0.035897,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
1.041908,0.000000,-0.079578,-0.069190,0.069190,0.013838,0.002882,0.063492,0.004394,-0.000572,0.011966,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
1.054745,0.000000,-0.092564,-0.076202,0.076202,0.015240,0.003163,-0.014652,0.004435,-0.000572,0.011966,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
1.061902,0.000000,-0.084413,-0.078665,0.078665,0.015733,0.003261,-0.063492,0.004458,-0.000572,0.029060,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
1.070283,0.000000,-0.084413,-0.080390,0.080390,0.016078,0.003330,0.092796,0.004486,-0.000572,0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
1.081968,0.000000,-0.025128,-0.063811,0.063811,0.012762,0.002667,0.014652,0.004518,-0.000572,0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
1.090452,0.000000,-0.062984,-0.063563,0.063563,0.012713,0.002657,-0.014652,0.004540,-0.000572,0.025641,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
1.100245,0.000000,-0.062984,-0.063389,0.063389,0.012678,0.002650,0.024420,0.004566,-0.000572,0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
1.110205,0.000000,-0.071304,-0.065764,0.065764,0.013153,0.002745,-0.083028,0.004593,-0.000572,0.018803,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
1.120221,0.000000,-0.071304,-0.067426,0.067426,0.013485,0.002811,-0.063492,0.004621,-0.000572,-0.011966,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
1.130311,0.000000,-0.113074,-0.081120,0.081120,0.016224,0.003359,-0.092796,0.004655,-0.000572,0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
1.140000,0.000000,-0.041254,-0.069160,0.069160,0.013832,0.002881,0.014652,0.004683,-0.000572,0.011966,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
1.150033,0.000000,-0.041254,-0.060788,0.060788,0.012158,0.002546,-0.024420,0.004709,-0.000572,0.018803,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
1.161422,0.000000,-0.050239,-0.057624,0.057624,0.011525,0.002419,0.024420,0.004736,-0.000572,0.011966,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
1.170423,0.000000,-0.094137,-0.068578,0.068578,0.013716,0.002858,0.004884,0.004762,-0.000572,0.015385,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
1.180044,0.000000,-0.094137,-0.076245,0.076245,0.015249,0.003164,-0.024420,0.004793,-0.000572,0.018803,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
1.191342,0.000000,-0.082998,-0.078271,0.078271,0.015654,0.003245,-0.063492,0.004829,-0.000572,0.022222,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
1.202320,0.000000,-0.103502,-0.085840,0.085840,0.017168,0.003548,0.043956,0.004868,-0.000572,0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
1.211128,0.000000,-0.103502,-0.091139,0.091139,0.018228,0.003760,0.043956,0.004901,-0.000572,0.018803,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
1.220094,0.000000,-0.017009,-0.068900,0.068900,0.013780,0.002870,-0.063492,0.004927,-0.000572,0.018803,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
1.230145,0.000000,-0.061223,-0.066597,0.066597,0.013319,0.002778,-0.053724,0.004955,-0.000572,0.018803,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
1.240400,0.000000,-0.061223,-0.064985,0.064985,0.012997,0.002714,-0.073260,0.004983,-0.000572,0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
1.250195,0.000000,-0.085973,-0.071282,0.071282,0.014256,0.002966,-0.014652,0.005012,-0.000572,0.015385,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
1.262186,0.000000,-0.085973,-0.075689,0.075689,0.015138,0.003142,0.004884,0.005050,-0.000572,0.022222,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
1.270181,0.000000,-0.088797,-0.079621,0.079621,0.015924,0.003299,-0.043956,0.005076,-0.000572,0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
1.281564,0.000000,-0.030730,-0.064954,0.064954,0.012991,0.002713,0.034188,0.005107,-0.000572,0.025641,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
1.291156,0.000000,-0.030730,-0.054687,0.054687,0.010937,0.002302,-0.131868,0.005129,-0.000572,0.022222,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
1.300485,0.000000,-0.048355,-0.052787,0.052787,0.010557,0.002226,-0.043956,0.005150,-0.000572,0.035897,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
1.310075,0.000000,-0.078132,-0.060391,0.060391,0.012078,0.002530,0.024420,0.005174,-0.000572,0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
1.320582,0.000000,-0.078132,-0.065713,0.065713,0.013143,0.002743,-0.053724,0.005203,-0.000572,0.015385,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
1.330199,0.000000,-0.065810,-0.065742,0.065742,0.013148,0.002744,0.014652,0.005229,-0.000572,0.015385,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
1.340238,0.000000,-0.099696,-0.075928,0.075928,0.015186,0.003152,-0.004884,0.005261,-0.000572,0.022222,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
1.350250,0.000000,-0.099696,-0.083058,0.083058,0.016612,0.003437,-0.014652,0.005295,-0.000572,0.025641,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
1.365415,0.000000,-0.008317,-0.060636,0.060636,0.012127,0.002540,-0.102564,0.005334,-0.000572,0.029060,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
1.370520,0.000000,-0.063876,-0.061608,0.061608,0.012322,0.002579,-0.014652,0.005347,-0.000572,0.022222,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
1.380124,0.000000,-0.063876,-0.062288,0.062288,0.012458,0.002606,0.043956,0.005372,-0.000572,0.015385,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
1.390293,0.000000,-0.071559,-0.065070,0.065070,0.013014,0.002717,-0.053724,0.005399,-0.000572,0.011966,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
1.400575,0.000000,-0.071559,-0.067017,0.067017,0.013403,0.002795,0.034188,0.005428,-0.000572,0.018803,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
1.410552,0.000000,-0.085641,-0.072604,0.072604,0.014521,0.003019,0.024420,0.005458,-0.000572,0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
1.421217,0.000000,-0.059279,-0.068606,0.068606,0.013721,0.002859,0.043956,0.005489,-0.000572,0.035897,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
1.430402,0.000000,-0.059279,-0.065808,0.065808,0.013162,0.002747,-0.112332,0.005514,-0.000572,0.011966,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
1.440316,0.000000,-0.041438,-0.058497,0.058497,0.011699,0.002454,-0.024420,0.005538,-0.000572,0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
1.450138,0.000000,-0.061195,-0.059306,0.059306,0.011861,0.002487,0.004884,0.005563,-0.000572,0.025641,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
1.460038,0.000000,-0.061195,-0.059873,0.059873,0.011975,0.002509,0.053724,0.005588,-0.000572,0.022222,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
1.470288,0.000000,-0.072006,-0.063513,0.063513,0.012703,0.002655,0.073260,0.005615,-0.000572,0.025641,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
1.480684,0.000000,-0.091339,-0.071861,0.071861,0.014372,0.002989,0.004884,0.005646,-0.000572,0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
1.490362,0.000000,-0.091339,-0.077704,0.077704,0.015541,0.003223,0.043956,0.005677,-0.000572,0.015385,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
1.500277,0.000000,-0.012419,-0.058119,0.058119,0.011624,0.002439,0.092796,0.005701,-0.000572,0.018803,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
1.511744,0.000000,-0.063553,-0.059749,0.059749,0.011950,0.002504,-0.092796,0.005730,-0.000572,0.018803,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
1.520188,0.000000,-0.063553,-0.060890,0.060890,0.012178,0.002550,-0.063492,0.005752,-0.000572,0.049573,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
1.530593,0.000000,-0.072019,-0.064229,0.064229,0.012846,0.002684,-0.034188,0.005779,-0.000572,0.025641,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
1.540261,0.000000,-0.085626,-0.070648,0.070648,0.014130,0.002940,-0.043956,0.005808,-0.000572,-0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
1.550220,0.000000,-0.085626,-0.075141,0.075141,0.015028,0.003120,-0.063492,0.005839,-0.000572,0.022222,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
