time_s,f_des_N,f_raw_N,f_filt_N,f_err_N,f_joint_Nm,qdot_des_rad_s,qdot_meas_rad_s,q_rad,tau_meas_Nm,b_adm,k_spring,kd_motor,lpf_alpha,vel_limit
55.120056,1.000000,-0.359157,-0.336980,1.336980,0.267396,0.026759,0.004884,-0.000191,0.008547,10.000000,1.000000,0.100000,0.2000,2.0000
55.130427,1.000000,-0.356525,-0.340889,1.340889,0.268178,0.026837,0.014652,-0.000191,0.001709,10.000000,1.000000,0.100000,0.2000,2.0000
55.140294,1.000000,-0.356525,-0.344016,1.344016,0.268803,0.026899,-0.073260,-0.000191,0.005128,10.000000,1.000000,0.100000,0.2000,2.0000
55.150000,1.000000,-0.379002,-0.351014,1.351014,0.270203,0.027039,0.014652,-0.000191,-0.008547,10.000000,1.000000,0.100000,0.2000,2.0000
55.160152,1.000000,-0.285915,-0.337994,1.337994,0.267599,0.026779,0.004884,-0.000191,-0.018803,10.000000,1.000000,0.100000,0.2000,2.0000
55.170856,1.000000,-0.285915,-0.327578,1.327578,0.265516,0.026571,0.024420,-0.000191,-0.022222,10.000000,1.000000,0.100000,0.2000,2.0000
55.180000,1.000000,-0.326851,-0.327433,1.327433,0.265487,0.026568,0.053724,-0.000191,-0.018803,10.000000,1.000000,0.100000,0.2000,2.0000
55.190167,1.000000,-0.340863,-0.330119,1.330119,0.266024,0.026621,0.034188,-0.000191,-0.005128,10.000000,1.000000,0.100000,0.2000,2.0000
55.204291,1.000000,-0.390267,-0.342148,1.342148,0.268430,0.026862,-0.043956,-0.000191,-0.005128,10.000000,1.000000,0.100000,0.2000,2.0000
55.211104,1.000000,-0.390267,-0.351772,1.351772,0.270354,0.027055,0.024420,-0.000191,0.008547,10.000000,1.000000,0.100000,0.2000,2.0000
55.220407,1.000000,-0.321257,-0.345669,1.345669,0.269134,0.026932,-0.092796,-0.000191,-0.001709,10.000000,1.000000,0.100000,0.2000,2.0000
55.230000,1.000000,-0.321257,-0.340787,1.340787,0.268157,0.026835,-0.043956,-0.000191,-0.011966,10.000000,1.000000,0.100000,0.2000,2.0000
55.240000,1.000000,-0.326042,-0.337838,1.337838,0.267568,0.026776,0.053724,-0.000191,-0.001709,10.000000,1.000000,0.100000,0.2000,2.0000
55.250029,1.000000,-0.350609,-0.340392,1.340392,0.268078,0.026827,0.024420,-0.000191,-0.005128,10.000000,1.000000,0.100000,0.2000,2.0000
55.260459,1.000000,-0.350609,-0.342435,1.342435,0.268487,0.026868,0.004884,-0.000191,-0.018803,10.000000,1.000000,0.100000,0.2000,2.0000
55.270540,1.000000,-0.343793,-0.342707,1.342707,0.268541,0.026873,0.004884,-0.000191,0.001709,10.000000,1.000000,0.100000,0.2000,2.0000
55.280718,1.000000,-0.343793,-0.342924,1.342924,0.268585,0.026878,0.024420,-0.000191,0.008547,10.000000,1.000000,0.100000,0.2000,2.0000
55.293963,1.000000,-0.368796,-0.348099,1.348099,0.269620,0.026981,0.004884,-0.000191,-0.015385,10.000000,1.000000,0.100000,0.2000,2.0000
55.300749,1.000000,-0.297121,-0.337903,1.337903,0.267581,0.026777,0.004884,-0.000191,-0.011966,10.000000,1.000000,0.100000,0.2000,2.0000
55.310329,1.000000,-0.297121,-0.329747,1.329747,0.265949,0.026614,-0.053724,-0.000191,0.008547,10.000000,1.000000,0.100000,0.2000,2.0000
55.320326,1.000000,-0.333077,-0.330413,1.330413,0.266083,0.026627,0.053724,-0.000191,-0.015385,10.000000,1.000000,0.100000,0.2000,2.0000
55.330300,1.000000,-0.349752,-0.334281,1.334281,0.266856,0.026705,0.034188,-0.000191,-0.001709,10.000000,1.000000,0.100000,0.2000,2.0000
55.340072,1.000000,-0.349752,-0.337375,1.337375,0.267475,0.026767,-0.043956,-0.000191,0.011966,10.000000,1.000000,0.100000,0.2000,2.0000
55.351634,1.000000,-0.364355,-0.342771,1.342771,0.268554,0.026874,-0.063492,-0.000191,0.011966,10.000000,1.000000,0.100000,0.2000,2.0000
55.360152,1.000000,-0.345151,-0.343247,1.343247,0.268649,0.026884,-0.053724,-0.000191,-0.015385,10.000000,1.000000,0.100000,0.2000,2.0000
55.371091,1.000000,-0.345151,-0.343628,1.343628,0.268726,0.026892,-0.014652,-0.000191,-0.018803,10.000000,1.000000,0.100000,0.2000,2.0000
55.380165,1.000000,-0.312986,-0.337499,1.337499,0.267500,0.026769,0.073260,-0.000191,0.001709,10.000000,1.000000,0.100000,0.2000,2.0000
55.390068,1.000000,-0.349598,-0.339919,1.339919,0.267984,0.026817,0.034188,-0.000191,0.011966,10.000000,1.000000,0.100000,0.2000,2.0000
55.400046,1.000000,-0.349598,-0.341855,1.341855,0.268371,0.026856,0.014652,-0.000191,0.001709,10.000000,1.000000,0.100000,0.2000,2.0000
55.410062,1.000000,-0.354154,-0.344315,1.344315,0.268863,0.026905,-0.053724,-0.000191,-0.029060,10.000000,1.000000,0.100000,0.2000,2.0000
55.420918,1.000000,-0.377588,-0.350969,1.350969,0.270194,0.027038,-0.112332,-0.000191,0.005128,10.000000,1.000000,0.100000,0.2000,2.0000
55.430400,1.000000,-0.377588,-0.356293,1.356293,0.271259,0.027145,-0.014652,-0.000191,0.011966,10.000000,1.000000,0.100000,0.2000,2.0000
55.440557,1.000000,-0.310111,-0.347057,1.347057,0.269411,0.026960,-0.034188,-0.000191,0.018803,10.000000,1.000000,0.100000,0.2000,2.0000
55.450394,1.000000,-0.310111,-0.339668,1.339668,0.267934,0.026812,0.043956,-0.000191,-0.001709,10.000000,1.000000,0.100000,0.2000,2.0000
55.460218,1.000000,-0.324796,-0.336693,1.336693,0.267339,0.026753,0.014652,-0.000191,-0.001709,10.000000,1.000000,0.100000,0.2000,2.0000
55.470526,1.000000,-0.358388,-0.341032,1.341032,0.268206,0.026840,0.151404,-0.000191,-0.015385,10.000000,1.000000,0.100000,0.2000,2.0000
55.480083,1.000000,-0.358388,-0.344503,1.344503,0.268901,0.026909,-0.004884,-0.000191,-0.001709,10.000000,1.000000,0.100000,0.2000,2.0000
55.490518,1.000000,-0.365056,-0.348614,1.348614,0.269723,0.026991,0.112332,-0.000191,-0.005128,10.000000,1.000000,0.100000,0.2000,2.0000
55.500159,1.000000,-0.360668,-0.351025,1.351025,0.270205,0.027040,0.063492,-0.000191,-0.008547,10.000000,1.000000,0.100000,0.2000,2.0000
55.510568,1.000000,-0.360668,-0.352953,1.352953,0.270591,0.027078,0.043956,-0.000191,0.018803,10.000000,1.000000,0.100000,0.2000,2.0000
55.520200,1.000000,-0.282392,-0.338841,1.338841,0.267768,0.026796,-0.024420,-0.000191,0.015385,10.000000,1.000000,0.100000,0.2000,2.0000
55.530000,1.000000,-0.348565,-0.340786,1.340786,0.268157,0.026835,0.034188,-0.000191,0.015385,10.000000,1.000000,0.100000,0.2000,2.0000
55.540201,1.000000,-0.348565,-0.342342,1.342342,0.268468,0.026866,0.073260,-0.000191,0.005128,10.000000,1.000000,0.100000,0.2000,2.0000
55.550227,1.000000,-0.359843,-0.345842,1.345842,0.269168,0.026936,-0.043956,-0.000191,-0.001709,10.000000,1.000000,0.100000,0.2000,2.0000
55.560330,1.000000,-0.359843,-0.348642,1.348642,0.269728,0.026992,0.024420,-0.000191,-0.011966,10.000000,1.000000,0.100000,0.2000,2.0000
55.570439,1.000000,-0.375419,-0.353998,1.353998,0.270800,0.027099,-0.014652,-0.000191,-0.029060,10.000000,1.000000,0.100000,0.2000,2.0000
55.580378,1.000000,-0.320548,-0.347308,1.347308,0.269462,0.026965,0.004884,-0.000191,-0.005128,10.000000,1.000000,0.100000,0.2000,2.0000
55.591978,1.000000,-0.327504,-0.343347,1.343347,0.268669,0.026886,0.004884,-0.000191,-0.015385,10.000000,1.000000,0.100000,0.2000,2.0000
55.600592,1.000000,-0.327504,-0.340179,1.340179,0.268036,0.026823,0.112332,-0.000191,0.005128,10.000000,1.000000,0.100000,0.2000,2.0000
55.610110,1.000000,-0.357722,-0.343687,1.343687,0.268737,0.026893,-0.024420,-0.000191,-0.008547,10.000000,1.000000,0.100000,0.2000,2.0000
55.620082,1.000000,-0.357722,-0.346494,1.346494,0.269299,0.026949,-0.083028,-0.000191,0.001709,10.000000,1.000000,0.100000,0.2000,2.0000
55.630273,1.000000,-0.367933,-0.350782,1.350782,0.270156,0.027035,-0.014652,-0.000191,-0.008547,10.000000,1.000000,0.100000,0.2000,2.0000
55.640000,1.000000,-0.378058,-0.356237,1.356237,0.271247,0.027144,-0.073260,-0.000191,-0.015385,10.000000,1.000000,0.100000,0.2000,2.0000
55.651595,1.000000,-0.378058,-0.360601,1.360601,0.272120,0.027231,-0.083028,-0.000191,0.001709,10.000000,1.000000,0.100000,0.2000,2.0000
55.660848,1.000000,-0.277606,-0.344002,1.344002,0.268800,0.026899,0.053724,-0.000191,0.022222,10.000000,1.000000,0.100000,0.2000,2.0000
55.670014,1.000000,-0.333915,-0.341985,1.341985,0.268397,0.026859,0.024420,-0.000191,-0.011966,10.000000,1.000000,0.100000,0.2000,2.0000
55.680780,1.000000,-0.333915,-0.340371,1.340371,0.268074,0.026826,0.014652,-0.000191,0.005128,10.000000,1.000000,0.100000,0.2000,2.0000
55.690637,1.000000,-0.351127,-0.342522,1.342522,0.268504,0.026870,0.092796,-0.000191,0.015385,10.000000,1.000000,0.100000,0.2000,2.0000
55.700123,1.000000,-0.351127,-0.344243,1.344243,0.268849,0.026904,0.014652,-0.000191,-0.015385,10.000000,1.000000,0.100000,0.2000,2.0000
55.710000,1.000000,-0.367217,-0.348838,1.348838,0.269768,0.026996,0.004884,-0.000191,0.001709,10.000000,1.000000,0.100000,0.2000,2.0000
55.720075,1.000000,-0.319938,-0.343058,1.343058,0.268612,0.026880,0.063492,-0.000191,-0.018803,10.000000,1.000000,0.100000,0.2000,2.0000
55.730558,1.000000,-0.319938,-0.338434,1.338434,0.267687,0.026788,0.092796,-0.000191,-0.011966,10.000000,1.000000,0.100000,0.2000,2.0000
55.740417,1.000000,-0.324309,-0.335609,1.335609,0.267122,0.026731,0.043956,-0.000191,-0.001709,10.000000,1.000000,0.100000,0.2000,2.0000
55.750193,1.000000,-0.353486,-0.339184,1.339184,0.267837,0.026803,-0.014652,-0.000191,-0.018803,10.000000,1.000000,0.100000,0.2000,2.0000
55.760325,1.000000,-0.353486,-0.342045,1.342045,0.268409,0.026860,-0.024420,-0.000191,-0.022222,10.000000,1.000000,0.100000,0.2000,2.0000
55.771203,1.000000,-0.349977,-0.343631,1.343631,0.268726,0.026892,-0.024420,-0.000191,0.005128,10.000000,1.000000,0.100000,0.2000,2.0000
55.780000,1.000000,-0.379066,-0.350718,1.350718,0.270144,0.027033,0.024420,-0.000191,-0.025641,10.000000,1.000000,0.100000,0.2000,2.0000
55.790154,1.000000,-0.379066,-0.356388,1.356388,0.271278,0.027147,-0.024420,-0.000191,0.005128,10.000000,1.000000,0.100000,0.2000,2.0000
55.800217,1.000000,-0.296716,-0.344453,1.344453,0.268891,0.026908,-0.024420,-0.000191,-0.001709,10.000000,1.000000,0.100000,0.2000,2.0000
55.810204,1.000000,-0.332214,-0.342005,1.342005,0.268401,0.026859,-0.024420,-0.000191,-0.025641,10.000000,1.000000,0.100000,0.2000,2.0000
55.820013,1.000000,-0.332214,-0.340047,1.340047,0.268009,0.026820,-0.083028,-0.000191,-0.001709,10.000000,1.000000,0.100000,0.2000,2.0000
55.830284,1.000000,-0.351572,-0.342352,1.342352,0.268470,0.026866,-0.141636,-0.000191,0.008547,10.000000,1.000000,0.100000,0.2000,2.0000
55.840887,1.000000,-0.367161,-0.347314,1.347314,0.269463,0.026965,-0.122100,-0.000191,0.001709,10.000000,1.000000,0.100000,0.2000,2.0000
55.850297,1.000000,-0.367161,-0.351283,1.351283,0.270257,0.027045,0.043956,-0.000191,0.015385,10.000000,1.000000,0.100000,0.2000,2.0000
55.860623,1.000000,-0.341234,-0.349273,1.349273,0.269855,0.027005,-0.004884,-0.000191,-0.001709,10.000000,1.000000,0.100000,0.2000,2.0000
55.870743,1.000000,-0.341234,-0.347665,1.347665,0.269533,0.026972,0.004884,-0.000191,-0.022222,10.000000,1.000000,0.100000,0.2000,2.0000
55.880012,1.000000,-0.312204,-0.340573,1.340573,0.268115,0.026831,-0.102564,-0.000191,0.005128,10.000000,1.000000,0.100000,0.2000,2.0000
55.890042,1.000000,-0.356918,-0.343842,1.343842,0.268768,0.026896,-0.073260,-0.000191,0.001709,10.000000,1.000000,0.100000,0.2000,2.0000
55.900197,1.000000,-0.356918,-0.346457,1.346457,0.269291,0.026948,-0.024420,-0.000191,0.015385,10.000000,1.000000,0.100000,0.2000,2.0000
55.910000,1.000000,-0.353873,-0.347940,1.347940,0.269588,0.026978,-0.073260,-0.000191,-0.001709,10.000000,1.000000,0.100000,0.2000,2.0000
55.920106,1.000000,-0.374196,-0.353191,1.353191,0.270638,0.027083,0.014652,-0.000191,0.005128,10.000000,1.000000,0.100000,0.2000,2.0000
55.932052,1.000000,-0.302658,-0.343085,1.343085,0.268617,0.026881,-0.063492,-0.000191,0.008547,10.000000,1.000000,0.100000,0.2000,2.0000
55.940435,1.000000,-0.302658,-0.334999,1.334999,0.267000,0.026719,0.034188,-0.000191,0.011966,10.000000,1.000000,0.100000,0.2000,2.0000
55.950053,1.000000,-0.351466,-0.338293,1.338293,0.267659,0.026785,0.053724,-0.000191,0.001709,10.000000,1.000000,0.100000,0.2000,2.0000
55.961016,1.000000,-0.351466,-0.340927,1.340927,0.268185,0.026838,0.053724,-0.000191,-0.005128,10.000000,1.000000,0.100000,0.2000,2.0000
55.970995,1.000000,-0.376338,-0.348009,1.348009,0.269602,0.026979,-0.024420,-0.000191,-0.035897,10.000000,1.000000,0.100000,0.2000,2.0000
55.980226,1.000000,-0.377759,-0.353959,1.353959,0.270792,0.027098,-0.014652,-0.000191,-0.011966,10.000000,1.000000,0.100000,0.2000,2.0000
55.990196,1.000000,-0.377759,-0.358719,1.358719,0.271744,0.027193,0.014652,-0.000191,0.015385,10.000000,1.000000,0.100000,0.2000,2.0000
56.000000,1.000000,-0.351070,-0.357189,1.357189,0.271438,0.027163,-0.024420,-0.000191,-0.022222,10.000000,1.000000,0.100000,0.2000,2.0000
56.010623,1.000000,-0.304277,-0.346607,1.346607,0.269321,0.026951,-0.043956,-0.000191,-0.005128,10.000000,1.000000,0.100000,0.2000,2.0000
56.020524,1.000000,-0.304277,-0.338141,1.338141,0.267628,0.026782,-0.063492,-0.000191,-0.008547,10.000000,1.000000,0.100000,0.2000,2.0000
56.030053,1.000000,-0.354790,-0.341471,1.341471,0.268294,0.026848,-0.034188,-0.000191,0.001709,10.000000,1.000000,0.100000,0.2000,2.0000
56.043858,1.000000,-0.362642,-0.345705,1.345705,0.269141,0.026933,0.043956,-0.000191,-0.015385,10.000000,1.000000,0.100000,0.2000,2.0000
56.051221,1.000000,-0.362642,-0.349092,1.349092,0.269818,0.027001,0.024420,-0.000191,0.001709,10.000000,1.000000,0.100000,0.2000,2.0000
56.060419,1.000000,-0.368825,-0.353039,1.353039,0.270608,0.027080,0.043956,-0.000191,-0.001709,10.000000,1.000000,0.100000,0.2000,2.0000
56.070418,1.000000,-0.313522,-0.345135,1.345135,0.269027,0.026922,0.014652,-0.000191,0.011966,10.000000,1.000000,0.100000,0.2000,2.0000
56.080000,1.000000,-0.313522,-0.338813,1.338813,0.267763,0.026795,-0.024420,-0.000191,-0.001709,10.000000,1.000000,0.100000,0.2000,2.0000
56.090105,1.000000,-0.349728,-0.340996,1.340996,0.268199,0.026839,-0.043956,-0.000191,-0.008547,10.000000,1.000000,0.100000,0.2000,2.0000
56.104167,1.000000,-0.359184,-0.344633,1.344633,0.268927,0.026912,-0.053724,-0.000191,0.008547,10.000000,1.000000,0.100000,0.2000,2.0000
56.110271,1.000000,-0.359184,-0.347543,1.347543,0.269509,0.026970,-0.024420,-0.000191,0.001709,10.000000,1.000000,0.100000,0.2000,2.0000
56.120024,1.000000,-0.369904,-0.352015,1.352015,0.270403,0.027059,-0.004884,-0.000191,-0.011966,10.000000,1.000000,0.100000,0.2000,2.0000
56.130321,1.000000,-0.369904,-0.355593,1.355593,0.271119,0.027131,0.092796,-0.000191,-0.008547,10.000000,1.000000,0.100000,0.2000,2.0000
56.140056,1.000000,-0.377140,-0.359902,1.359902,0.271980,0.027217,0.014652,-0.000191,0.001709,10.000000,1.000000,0.100000,0.2000,2.0000
56.150960,1.000000,-0.295955,-0.347113,1.347113,0.269423,0.026961,0.004884,-0.000191,-0.015385,10.000000,1.000000,0.100000,0.2000,2.0000
56.160000,1.000000,-0.295955,-0.336881,1.336881,0.267376,0.026757,-0.043956,-0.000191,0.001709,10.000000,1.000000,0.100000,0.2000,2.0000
56.170110,1.000000,-0.344247,-0.338354,1.338354,0.267671,0.026786,0.024420,-0.000191,0.008547,10.000000,1.000000,0.100000,0.2000,2.0000
56.181028,1.000000,-0.363525,-0.343389,1.343389,0.268678,0.026887,0.004884,-0.000191,-0.001709,10.000000,1.000000,0.100000,0.2000,2.0000
56.193306,1.000000,-0.363525,-0.347416,1.347416,0.269483,0.026967,0.004884,-0.000191,-0.005128,10.000000,1.000000,0.100000,0.2000,2.0000
56.200378,1.000000,-0.380366,-0.354006,1.354006,0.270801,0.027099,-0.034188,-0.000191,0.015385,10.000000,1.000000,0.100000,0.2000,2.0000
56.210001,1.000000,-0.323153,-0.347835,1.347835,0.269567,0.026976,0.073260,-0.000191,0.005128,10.000000,1.000000,0.100000,0.2000,2.0000
56.221487,1.000000,-0.323153,-0.342899,1.342899,0.268580,0.026877,0.063492,-0.000191,0.015385,10.000000,1.000000,0.100000,0.2000,2.0000
56.230519,1.000000,-0.328208,-0.339961,1.339961,0.267992,0.026818,-0.043956,-0.000191,0.001709,10.000000,1.000000,0.100000,0.2000,2.0000
56.242100,1.000000,-0.328208,-0.337610,1.337610,0.267522,0.026771,-0.004884,-0.000191,0.001709,10.000000,1.000000,0.100000,0.2000,2.0000
56.250135,1.000000,-0.365735,-0.343235,1.343235,0.268647,0.026884,0.024420,-0.000191,-0.015385,10.000000,1.000000,0.100000,0.2000,2.0000
56.260000,1.000000,-0.365735,-0.347735,1.347735,0.269547,0.026974,-0.092796,-0.000191,-0.001709,10.000000,1.000000,0.100000,0.2000,2.0000
56.270055,1.000000,-0.365735,-0.351335,1.351335,0.270267,0.027046,0.014652,-0.000191,0.032479,10.000000,1.000000,0.100000,0.2000,2.0000
56.282086,1.000000,-0.362142,-0.353497,1.353497,0.270699,0.027089,0.043956,-0.000191,-0.011966,10.000000,1.000000,0.100000,0.2000,2.0000
56.290327,1.000000,-0.383227,-0.359443,1.359443,0.271889,0.027208,0.043956,-0.000191,0.011966,10.000000,1.000000,0.100000,0.2000,2.0000
56.300074,1.000000,-0.383227,-0.364199,1.364199,0.272840,0.027303,0.034188,-0.000191,-0.011966,10.000000,1.000000,0.100000,0.2000,2.0000
56.310699,1.000000,-0.295242,-0.350408,1.350408,0.270082,0.027027,-0.043956,-0.000191,0.008547,10.000000,1.000000,0.100000,0.2000,2.0000
56.321101,1.000000,-0.344151,-0.349156,1.349156,0.269831,0.027002,0.004884,-0.000191,0.011966,10.000000,1.000000,0.100000,0.2000,2.0000
56.330163,1.000000,-0.344151,-0.348155,1.348155,0.269631,0.026982,0.034188,-0.000191,0.005128,10.000000,1.000000,0.100000,0.2000,2.0000
56.340000,1.000000,-0.365191,-0.351562,1.351562,0.270312,0.027050,0.053724,-0.000191,-0.008547,10.000000,1.000000,0.100000,0.2000,2.0000
56.351375,1.000000,-0.373134,-0.355877,1.355877,0.271175,0.027137,0.024420,-0.000191,-0.005128,10.000000,1.000000,0.100000,0.2000,2.0000
56.360059,1.000000,-0.373134,-0.359328,1.359328,0.271866,0.027206,-0.004884,-0.000191,0.011966,10.000000,1.000000,0.100000,0.2000,2.0000
56.370492,1.000000,-0.339689,-0.355400,1.355400,0.271080,0.027127,0.063492,-0.000191,0.018803,10.000000,1.000000,0.100000,0.2000,2.0000
56.380104,1.000000,-0.320770,-0.348474,1.348474,0.269695,0.026989,-0.053724,-0.000191,0.005128,10.000000,1.000000,0.100000,0.2000,2.0000
56.390000,1.000000,-0.320770,-0.342933,1.342933,0.268587,0.026878,-0.004884,-0.000191,0.011966,10.000000,1.000000,0.100000,0.2000,2.0000
56.400290,1.000000,-0.362337,-0.346814,1.346814,0.269363,0.026955,-0.083028,-0.000191,0.015385,10.000000,1.000000,0.100000,0.2000,2.0000
56.410486,1.000000,-0.364525,-0.350356,1.350356,0.270071,0.027026,-0.014652,-0.000191,0.005128,10.000000,1.000000,0.100000,0.2000,2.0000
56.421284,1.000000,-0.364525,-0.353190,1.353190,0.270638,0.027083,-0.034188,-0.000191,0.008547,10.000000,1.000000,0.100000,0.2000,2.0000
56.430000,1.000000,-0.385546,-0.359661,1.359661,0.271932,0.027212,0.053724,-0.000191,0.008547,10.000000,1.000000,0.100000,0.2000,2.0000
56.440001,1.000000,-0.385546,-0.364838,1.364838,0.272968,0.027316,0.014652,-0.000191,-0.008547,10.000000,1.000000,0.100000,0.2000,2.0000
56.450273,1.000000,-0.303484,-0.352567,1.352567,0.270513,0.027070,0.024420,-0.000191,0.001709,10.000000,1.000000,0.100000,0.2000,2.0000
56.460775,1.000000,-0.342423,-0.350539,1.350539,0.270108,0.027030,0.004884,-0.000191,0.001709,10.000000,1.000000,0.100000,0.2000,2.0000
56.470067,1.000000,-0.342423,-0.348916,1.348916,0.269783,0.026997,-0.063492,-0.000191,0.011966,10.000000,1.000000,0.100000,0.2000,2.0000
56.480180,1.000000,-0.358992,-0.350931,1.350931,0.270186,0.027038,-0.043956,-0.000191,0.018803,10.000000,1.000000,0.100000,0.2000,2.0000
56.491450,1.000000,-0.380507,-0.356846,1.356846,0.271369,0.027156,-0.014652,-0.000191,-0.008547,10.000000,1.000000,0.100000,0.2000,2.0000
56.500000,1.000000,-0.380507,-0.361578,1.361578,0.272316,0.027251,0.034188,-0.000191,-0.011966,10.000000,1.000000,0.100000,0.2000,2.0000
56.510000,1.000000,-0.357671,-0.360797,1.360797,0.272159,0.027235,0.004884,-0.000191,-0.005128,10.000000,1.000000,0.100000,0.2000,2.0000
56.520275,1.000000,-0.307997,-0.350237,1.350237,0.270047,0.027024,0.102564,-0.000191,0.011966,10.000000,1.000000,0.100000,0.2000,2.0000
56.530000,1.000000,-0.307997,-0.341789,1.341789,0.268358,0.026855,0.034188,-0.000191,0.005128,10.000000,1.000000,0.100000,0.2000,2.0000
56.540000,1.000000,-0.344984,-0.342428,1.342428,0.268486,0.026868,0.004884,-0.000191,0.005128,10.000000,1.000000,0.100000,0.2000,2.0000
56.550581,1.000000,-0.344984,-0.342939,1.342939,0.268588,0.026878,0.102564,-0.000191,-0.001709,10.000000,1.000000,0.100000,0.2000,2.0000
56.560033,1.000000,-0.364300,-0.347211,1.347211,0.269442,0.026963,-0.063492,-0.000191,0.001709,10.000000,1.000000,0.100000,0.2000,2.0000
56.570650,1.000000,-0.356877,-0.349144,1.349144,0.269829,0.027002,0.034188,-0.000191,-0.005128,10.000000,1.000000,0.100000,0.2000,2.0000
56.580174,1.000000,-0.356877,-0.350691,1.350691,0.270138,0.027033,0.053724,-0.000191,-0.005128,10.000000,1.000000,0.100000,0.2000,2.0000
56.590193,1.000000,-0.327250,-0.346003,1.346003,0.269201,0.026939,0.102564,-0.000191,-0.005128,10.000000,1.000000,0.100000,0.2000,2.0000
56.600899,1.000000,-0.331873,-0.343177,1.343177,0.268635,0.026883,0.043956,-0.000191,0.005128,10.000000,1.000000,0.100000,0.2000,2.0000
56.610100,1.000000,-0.331873,-0.340916,1.340916,0.268183,0.026837,0.014652,-0.000191,-0.015385,10.000000,1.000000,0.100000,0.2000,2.0000
56.620108,1.000000,-0.359640,-0.344661,1.344661,0.268932,0.026912,0.024420,-0.000191,-0.001709,10.000000,1.000000,0.100000,0.2000,2.0000
56.630093,1.000000,-0.354705,-0.346669,1.346669,0.269334,0.026952,-0.034188,-0.000191,-0.001709,10.000000,1.000000,0.100000,0.2000,2.0000
56.641335,1.000000,-0.354705,-0.348276,1.348276,0.269655,0.026985,0.083028,-0.000191,0.005128,10.000000,1.000000,0.100000,0.2000,2.0000
56.650575,1.000000,-0.389451,-0.356511,1.356511,0.271302,0.027149,0.043956,-0.000191,-0.008547,10.000000,1.000000,0.100000,0.2000,2.0000
56.660747,1.000000,-0.295246,-0.344258,1.344258,0.268852,0.026904,-0.014652,-0.000191,0.001709,10.000000,1.000000,0.100000,0.2000,2.0000
56.671403,1.000000,-0.295246,-0.334456,1.334456,0.266891,0.026708,-0.063492,-0.000191,-0.015385,10.000000,1.000000,0.100000,0.2000,2.0000
56.680965,1.000000,-0.351826,-0.337930,1.337930,0.267586,0.026778,0.083028,-0.000191,0.008547,10.000000,1.000000,0.100000,0.2000,2.0000
56.690000,1.000000,-0.351826,-0.340709,1.340709,0.268142,0.026833,-0.053724,-0.000191,0.005128,10.000000,1.000000,0.100000,0.2000,2.0000
56.700000,1.000000,-0.361947,-0.344957,1.344957,0.268991,0.026918,0.131868,-0.000191,-0.008547,10.000000,1.000000,0.100000,0.2000,2.0000
56.710002,2.000000,-0.390548,-0.354075,2.354075,0.470815,0.047101,0.092796,-0.000191,-0.015385,10.000000,1.000000,0.100000,0.2000,2.0000
56.721153,2.000000,-0.390548,-0.361370,2.361370,0.472274,0.047246,-0.063492,-0.000191,-0.001709,10.000000,1.000000,0.100000,0.2000,2.0000
56.730524,2.000000,-0.321122,-0.353320,2.353320,0.470664,0.047085,0.043956,-0.000191,0.018803,10.000000,1.000000,0.100000,0.2000,2.0000
56.740000,2.000000,-0.333114,-0.349279,2.349279,0.469856,0.047005,0.024420,-0.000191,0.015385,10.000000,1.000000,0.100000,0.2000,2.0000
56.750054,2.000000,-0.333114,-0.346046,2.346046,0.469209,0.046940,0.034188,-0.000191,-0.005128,10.000000,1.000000,0.100000,0.2000,2.0000
56.761481,2.000000,-0.362087,-0.349254,2.349254,0.469851,0.047004,0.034188,-0.000191,-0.001709,10.000000,1.000000,0.100000,0.2000,2.0000
56.770136,2.000000,-0.362087,-0.351821,2.351821,0.470364,0.047055,-0.073260,-0.000191,-0.005128,10.000000,1.000000,0.100000,0.2000,2.0000
56.780048,2.000000,-0.367518,-0.354960,2.354960,0.470992,0.047118,0.004884,-0.000191,-0.001709,10.000000,1.000000,0.100000,0.2000,2.0000
56.790259,2.000000,-0.378238,-0.359616,2.359616,0.471923,0.047211,0.063492,-0.000191,0.008547,10.000000,1.000000,0.100000,0.2000,2.0000
56.800389,2.000000,-0.378238,-0.363340,2.363340,0.472668,0.047286,-0.004884,-0.000191,0.015385,10.000000,1.000000,0.100000,0.2000,2.0000
56.810599,2.000000,-0.298311,-0.350334,2.350334,0.470067,0.047026,0.004884,-0.000191,0.008547,10.000000,1.000000,0.100000,0.2000,2.0000
56.821091,2.000000,-0.354157,-0.351099,2.351099,0.470220,0.047041,-0.024420,-0.000191,0.001709,10.000000,1.000000,0.100000,0.2000,2.0000
56.830366,2.000000,-0.354157,-0.351711,2.351711,0.470342,0.047053,-0.004884,-0.000191,0.011966,10.000000,1.000000,0.100000,0.2000,2.0000
56.840039,2.000000,-0.366903,-0.354749,2.354749,0.470950,0.047114,-0.073260,-0.000191,0.005128,10.000000,1.000000,0.100000,0.2000,2.0000
56.850298,2.000000,-0.380966,-0.359992,2.359992,0.471998,0.047219,0.053724,-0.000191,0.001709,10.000000,1.000000,0.100000,0.2000,2.0000
56.860325,2.000000,-0.380966,-0.364187,2.364187,0.472837,0.047303,-0.024420,-0.000191,-0.008547,10.000000,1.000000,0.100000,0.2000,2.0000
56.870146,2.000000,-0.337466,-0.358843,2.358843,0.471769,0.047196,-0.073260,-0.000191,-0.005128,10.000000,1.000000,0.100000,0.2000,2.0000
