time_s,f_des_N,f_est_raw_N,f_est_filt_N,f_ati_N,tau_meas_Nm,pos_rad,vel_rad_s,motor_kp,motor_kd
0.010451,0.000000,0.008547,0.008547,-0.034524,0.001709,-0.000191,-0.063492,5.0000,0.1000
0.020157,0.000000,-0.111111,-0.027350,-0.034524,-0.022222,-0.000191,0.024420,5.0000,0.1000
0.030222,0.000000,-0.008547,-0.021709,-0.014329,-0.001709,-0.000191,-0.014652,5.0000,0.1000
0.040936,0.000000,0.025641,-0.007504,-0.031349,0.005128,-0.000191,-0.024420,5.0000,0.1000
0.050430,0.000000,-0.059829,-0.023202,-0.031349,-0.011966,-0.000191,-0.083028,5.0000,0.1000
0.060000,0.000000,0.042735,-0.003421,-0.037332,0.008547,-0.000191,-0.014652,5.0000,0.1000
0.070347,0.000000,-0.008547,-0.004959,-0.050111,-0.001709,-0.000191,0.004884,5.0000,0.1000
0.080110,0.000000,-0.042735,-0.016292,-0.050111,-0.008547,-0.000191,-0.004884,5.0000,0.1000
0.091047,0.000000,-0.059829,-0.029353,-0.024640,-0.011966,-0.000191,0.024420,5.0000,0.1000
0.100000,0.000000,-0.042735,-0.033367,-0.018471,-0.008547,0.000191,0.024420,5.0000,0.1000
0.110163,0.000000,-0.059829,-0.041306,-0.018471,-0.011966,-0.000191,-0.043956,5.0000,0.1000
0.120269,0.000000,-0.059829,-0.046863,-0.040488,-0.011966,-0.000191,-0.004884,5.0000,0.1000
0.130000,0.000000,0.025641,-0.025112,-0.040488,0.005128,-0.000191,-0.024420,5.0000,0.1000
0.140018,0.000000,0.059829,0.000371,-0.053415,0.011966,-0.000191,0.034188,5.0000,0.1000
0.150341,0.000000,-0.094017,-0.027946,-0.041779,-0.018803,-0.000191,-0.053724,5.0000,0.1000
0.160836,0.000000,-0.025641,-0.027254,-0.041779,-0.005128,-0.000191,-0.161172,5.0000,0.1000
0.170419,0.000000,-0.042735,-0.031899,-0.018059,-0.008547,0.000191,0.073260,5.0000,0.1000
0.180984,0.000000,-0.025641,-0.030021,-0.035954,-0.005128,-0.000191,-0.043956,5.0000,0.1000
0.190195,0.000000,-0.042735,-0.033835,-0.035954,-0.008547,-0.000191,0.024420,5.0000,0.1000
0.200025,0.000000,-0.042735,-0.036505,-0.042473,-0.008547,-0.000191,-0.053724,5.0000,0.1000
0.210016,0.000000,0.008547,-0.022990,-0.053627,0.001709,-0.000191,0.004884,5.0000,0.1000
0.220003,0.000000,-0.111111,-0.049426,-0.053627,-0.022222,0.000191,0.161172,5.0000,0.1000
0.230316,0.000000,-0.128205,-0.073060,-0.030797,-0.025641,-0.000191,0.014652,5.0000,0.1000
0.240877,0.000000,-0.059829,-0.069091,-0.010438,-0.011966,0.000191,0.073260,5.0000,0.1000
0.250187,0.000000,0.025641,-0.040671,-0.010438,0.005128,-0.000191,0.034188,5.0000,0.1000
0.261257,0.000000,-0.008547,-0.031034,-0.039822,-0.001709,0.000191,0.053724,5.0000,0.1000
0.270000,0.000000,0.025641,-0.014031,-0.039822,0.005128,-0.000191,-0.063492,5.0000,0.1000
0.280000,0.000000,-0.196581,-0.068796,-0.051283,-0.039316,-0.000191,-0.063492,5.0000,0.1000
0.293224,0.000000,-0.076923,-0.071234,-0.050007,-0.015385,-0.000191,-0.063492,5.0000,0.1000
0.300546,0.000000,0.008547,-0.047300,-0.050007,0.001709,-0.000191,-0.083028,5.0000,0.1000
0.310061,0.000000,0.059829,-0.015161,-0.009512,0.011966,-0.000191,-0.024420,5.0000,0.1000
0.320253,0.000000,-0.059829,-0.028562,-0.030195,-0.011966,-0.000191,0.004884,5.0000,0.1000
0.330431,0.000000,0.059829,-0.002044,-0.030195,0.011966,-0.000191,0.014652,5.0000,0.1000
0.340000,0.000000,-0.042735,-0.014252,-0.040229,-0.008547,-0.000191,0.024420,5.0000,0.1000
0.350116,0.000000,0.042735,0.002844,-0.051921,0.008547,-0.000191,0.024420,5.0000,0.1000
0.360442,0.000000,-0.008547,-0.000573,-0.051921,-0.001709,-0.000191,-0.073260,5.0000,0.1000
0.370259,0.000000,-0.094017,-0.028606,-0.040813,-0.018803,-0.000191,-0.043956,5.0000,0.1000
0.380436,0.000000,-0.042735,-0.032845,-0.021341,-0.008547,-0.000191,0.014652,5.0000,0.1000
0.391325,0.000000,0.042735,-0.010171,-0.021341,0.008547,-0.000191,-0.073260,5.0000,0.1000
0.400250,0.000000,-0.008547,-0.009684,-0.043795,-0.001709,-0.000191,0.043956,5.0000,0.1000
0.410235,0.000000,0.042735,0.006042,-0.043795,0.008547,-0.000191,0.063492,5.0000,0.1000
0.420370,0.000000,-0.008547,0.001665,-0.048633,-0.001709,-0.000191,-0.014652,5.0000,0.1000
0.430497,0.000000,0.008547,0.003730,-0.054451,0.001709,-0.000191,-0.141636,5.0000,0.1000
0.440132,0.000000,0.059829,0.020560,-0.054451,0.011966,-0.000191,0.034188,5.0000,0.1000
0.450855,0.000000,0.111111,0.047725,-0.024262,0.022222,-0.000191,-0.063492,5.0000,0.1000
0.460789,0.000000,0.025641,0.041100,-0.026638,0.005128,-0.000191,-0.014652,5.0000,0.1000
0.470006,0.000000,-0.059829,0.010821,-0.026638,-0.011966,0.000191,0.073260,5.0000,0.1000
0.480310,0.000000,-0.094017,-0.020630,-0.043528,-0.018803,0.000191,0.063492,5.0000,0.1000
0.490678,0.000000,-0.025641,-0.022134,-0.051268,-0.005128,-0.000191,-0.024420,5.0000,0.1000
0.501743,0.000000,-0.042735,-0.028314,-0.044518,-0.008547,-0.000191,-0.073260,5.0000,0.1000
0.511475,0.000000,-0.094017,-0.048025,-0.044518,-0.018803,-0.000191,0.014652,5.0000,0.1000
0.520957,0.000000,-0.111111,-0.066951,-0.016915,-0.022222,-0.000191,-0.014652,5.0000,0.1000
0.531815,0.000000,0.076923,-0.023789,-0.016915,0.015385,-0.000191,0.053724,5.0000,0.1000
0.540025,0.000000,-0.025641,-0.024344,-0.035645,-0.005128,-0.000191,-0.112332,5.0000,0.1000
0.550000,0.000000,-0.025641,-0.024733,-0.035645,-0.005128,-0.000191,0.073260,5.0000,0.1000
0.560003,0.000000,-0.076923,-0.040390,-0.046439,-0.015385,-0.000191,-0.073260,5.0000,0.1000
0.570012,0.000000,-0.042735,-0.041094,-0.057546,-0.008547,-0.000191,-0.053724,5.0000,0.1000
0.580344,0.000000,0.008547,-0.026201,-0.030324,0.001709,-0.000191,-0.004884,5.0000,0.1000
0.591146,0.000000,0.025641,-0.010649,-0.030324,0.005128,-0.000191,0.053724,5.0000,0.1000
0.600122,0.000000,-0.042735,-0.020275,-0.022711,-0.008547,-0.000191,-0.112332,5.0000,0.1000
0.610298,0.000000,-0.111111,-0.047526,-0.043277,-0.022222,-0.000191,0.034188,5.0000,0.1000
0.620000,0.000000,0.059829,-0.015319,-0.043277,0.011966,0.000191,0.083028,5.0000,0.1000
0.630182,0.000000,-0.059829,-0.028672,-0.050974,-0.011966,-0.000191,0.004884,5.0000,0.1000
0.640000,0.000000,-0.076923,-0.043147,-0.050974,-0.015385,-0.000191,0.083028,5.0000,0.1000
0.650962,0.000000,-0.111111,-0.063537,-0.045950,-0.022222,-0.000191,-0.043956,5.0000,0.1000
0.660520,0.000000,-0.025641,-0.052168,-0.018479,-0.005128,-0.000191,0.063492,5.0000,0.1000
0.672280,0.000000,-0.008547,-0.039082,-0.034879,-0.001709,-0.000191,-0.053724,5.0000,0.1000
0.680191,0.000000,-0.008547,-0.029921,-0.034879,-0.001709,-0.000191,0.024420,5.0000,0.1000
0.690305,0.000000,0.008547,-0.018381,-0.042012,0.001709,-0.000191,0.004884,5.0000,0.1000
0.700000,0.000000,-0.094017,-0.041072,-0.042012,-0.018803,-0.000191,0.043956,5.0000,0.1000
0.710000,0.000000,0.008547,-0.026186,-0.055553,0.001709,-0.000191,0.063492,5.0000,0.1000
0.720813,0.000000,0.076923,0.004747,-0.034256,0.015385,-0.000191,0.034188,5.0000,0.1000
0.730829,0.000000,0.042735,0.016143,-0.034256,0.008547,-0.000191,-0.092796,5.0000,0.1000
0.741306,0.000000,-0.094017,-0.016905,-0.018767,-0.018803,-0.000191,0.073260,5.0000,0.1000
0.750610,0.000000,0.025641,-0.004141,-0.038427,0.005128,-0.000191,-0.131868,5.0000,0.1000
0.760297,0.000000,-0.111111,-0.036232,-0.038427,-0.022222,-0.000191,-0.034188,5.0000,0.1000
0.770000,0.000000,-0.025641,-0.033055,-0.051603,-0.005128,-0.000191,-0.083028,5.0000,0.1000
0.780000,0.000000,0.076923,-0.000061,-0.051603,0.015385,-0.000191,-0.014652,5.0000,0.1000
0.790107,0.000000,-0.059829,-0.017992,-0.052369,-0.011966,-0.000191,0.073260,5.0000,0.1000
0.800000,0.000000,-0.008547,-0.015158,-0.021333,-0.001709,-0.000191,0.034188,5.0000,0.1000
0.810735,0.000000,-0.128205,-0.049072,-0.021333,-0.025641,-0.000191,-0.073260,5.0000,0.1000
0.820211,0.000000,-0.008547,-0.036915,-0.032488,-0.001709,-0.000191,-0.043956,5.0000,0.1000
0.831058,0.000000,-0.094017,-0.054045,-0.043175,-0.018803,0.000191,0.112332,5.0000,0.1000
0.840259,0.000000,-0.094017,-0.066037,-0.043175,-0.018803,-0.000191,0.053724,5.0000,0.1000
0.850763,0.000000,-0.111111,-0.079559,-0.051337,-0.022222,-0.000191,-0.043956,5.0000,0.1000
0.860000,0.000000,0.094017,-0.027486,-0.051337,0.018803,-0.000191,0.024420,5.0000,0.1000
0.870000,0.000000,0.042735,-0.006420,-0.042691,0.008547,-0.000191,-0.004884,5.0000,0.1000
0.880000,0.000000,-0.059829,-0.022443,-0.018062,-0.011966,-0.000191,-0.024420,5.0000,0.1000
0.890368,0.000000,0.025641,-0.008018,-0.039064,0.005128,-0.000191,0.034188,5.0000,0.1000
0.900000,0.000000,-0.076923,-0.028689,-0.039064,-0.015385,-0.000191,0.024420,5.0000,0.1000
0.910231,0.000000,0.076923,0.002994,-0.046007,0.015385,-0.000191,0.083028,5.0000,0.1000
0.920646,0.000000,0.042735,0.014917,-0.046007,0.008547,-0.000191,-0.092796,5.0000,0.1000
0.930191,0.000000,0.008547,0.013006,-0.053373,0.001709,-0.000191,-0.004884,5.0000,0.1000
0.940146,0.000000,-0.128205,-0.029358,-0.029197,-0.025641,-0.000191,-0.083028,5.0000,0.1000
0.950209,0.000000,-0.059829,-0.038499,-0.029197,-0.011966,-0.000191,0.014652,5.0000,0.1000
0.960254,0.000000,0.042735,-0.014129,-0.023464,0.008547,0.000191,0.053724,5.0000,0.1000
0.973890,0.000000,0.025641,-0.002198,-0.041246,0.005128,-0.000191,-0.043956,5.0000,0.1000
0.980558,0.000000,0.025641,0.006154,-0.041246,0.005128,-0.000191,0.092796,5.0000,0.1000
0.991577,0.000000,-0.008547,0.001744,-0.052366,-0.001709,-0.000191,-0.034188,5.0000,0.1000
1.000822,0.000000,-0.111111,-0.032113,-0.044660,-0.022222,-0.000191,-0.083028,5.0000,0.1000
1.011243,0.000000,-0.076923,-0.045556,-0.044660,-0.015385,-0.000191,-0.053724,5.0000,0.1000
1.020281,0.000000,-0.025641,-0.039581,-0.018088,-0.005128,-0.000191,0.073260,5.0000,0.1000
1.030252,0.000000,0.111111,0.005626,-0.018088,0.022222,-0.000191,0.034188,5.0000,0.1000
1.040326,0.000000,-0.059829,-0.014010,-0.035588,-0.011966,-0.000191,0.053724,5.0000,0.1000
1.051084,0.000000,-0.076923,-0.032884,-0.047726,-0.015385,-0.000191,-0.014652,5.0000,0.1000
1.060206,0.000000,-0.145299,-0.066609,-0.047726,-0.029060,-0.000191,-0.004884,5.0000,0.1000
1.071254,0.000000,-0.008547,-0.049190,-0.051355,-0.001709,-0.000191,-0.024420,5.0000,0.1000
1.080693,0.000000,0.094017,-0.006228,-0.031647,0.018803,0.000191,0.063492,5.0000,0.1000
1.091556,0.000000,-0.042735,-0.017180,-0.031647,-0.008547,-0.000191,-0.063492,5.0000,0.1000
1.100219,0.000000,-0.042735,-0.024847,-0.021972,-0.008547,-0.000191,-0.004884,5.0000,0.1000
1.110190,0.000000,-0.076923,-0.040470,-0.040907,-0.015385,-0.000191,-0.024420,5.0000,0.1000
1.120148,0.000000,-0.076923,-0.051406,-0.040907,-0.015385,-0.000191,-0.034188,5.0000,0.1000
1.130641,0.000000,0.059829,-0.018035,-0.051092,0.011966,-0.000191,-0.014652,5.0000,0.1000
1.140743,0.000000,0.042735,0.000196,-0.048143,0.008547,-0.000191,-0.004884,5.0000,0.1000
1.150437,0.000000,-0.025641,-0.007555,-0.048143,-0.005128,-0.000191,0.112332,5.0000,0.1000
1.160147,0.000000,0.128205,0.033173,-0.023797,0.025641,-0.000191,-0.063492,5.0000,0.1000
1.171004,0.000000,0.008547,0.025785,-0.023797,0.001709,-0.000191,-0.210012,5.0000,0.1000
1.180281,0.000000,-0.025641,0.010357,-0.024272,-0.005128,-0.000191,-0.122100,5.0000,0.1000
1.190000,0.000000,0.042735,0.020071,-0.045811,0.008547,-0.000191,-0.034188,5.0000,0.1000
1.200245,0.000000,-0.094017,-0.014156,-0.045811,-0.018803,-0.000191,-0.034188,5.0000,0.1000
1.210473,0.000000,-0.025641,-0.017601,-0.052935,-0.005128,-0.000191,-0.004884,5.0000,0.1000
1.222365,0.000000,-0.008547,-0.014885,-0.033891,-0.001709,-0.000191,-0.112332,5.0000,0.1000
1.230129,0.000000,0.025641,-0.002727,-0.015502,0.005128,0.000191,0.161172,5.0000,0.1000
1.240265,0.000000,-0.008547,-0.004473,-0.015502,-0.001709,-0.000191,-0.043956,5.0000,0.1000
1.250486,0.000000,-0.059829,-0.021080,-0.039880,-0.011966,-0.000191,0.083028,5.0000,0.1000
1.260238,0.000000,-0.059829,-0.032705,-0.039880,-0.011966,-0.000191,-0.092796,5.0000,0.1000
1.270270,0.000000,-0.111111,-0.056227,-0.049411,-0.022222,-0.000191,0.024420,5.0000,0.1000
1.280370,0.000000,-0.076923,-0.062436,-0.049559,-0.015385,-0.000191,-0.053724,5.0000,0.1000
1.290000,0.000000,-0.008547,-0.046269,-0.049559,-0.001709,0.000191,0.112332,5.0000,0.1000
1.300018,0.000000,0.025641,-0.024696,-0.024901,0.005128,-0.000191,-0.043956,5.0000,0.1000
1.310000,0.000000,-0.076923,-0.040364,-0.024901,-0.015385,-0.000191,-0.063492,5.0000,0.1000
1.320388,0.000000,0.008547,-0.025691,-0.032669,0.001709,-0.000191,-0.034188,5.0000,0.1000
1.332245,0.000000,0.042735,-0.005163,-0.041909,0.008547,-0.000191,-0.083028,5.0000,0.1000
1.340306,0.000000,-0.008547,-0.006178,-0.041909,-0.001709,-0.000191,0.043956,5.0000,0.1000
1.350681,0.000000,-0.111111,-0.037658,-0.054322,-0.022222,-0.000191,-0.014652,5.0000,0.1000
1.360219,0.000000,-0.008547,-0.028925,-0.054322,-0.001709,-0.000191,-0.073260,5.0000,0.1000
1.370475,0.000000,0.042735,-0.007427,-0.040315,0.008547,-0.000191,-0.024420,5.0000,0.1000
1.380076,0.000000,0.042735,0.007622,-0.040315,0.008547,-0.000191,-0.043956,5.0000,0.1000
1.390724,0.000000,-0.008547,0.002771,-0.019397,-0.001709,-0.000191,-0.063492,5.0000,0.1000
1.401168,0.000000,-0.059829,-0.016009,-0.039595,-0.011966,-0.000191,0.024420,5.0000,0.1000
1.410155,0.000000,0.076923,0.011871,-0.039595,0.015385,-0.000191,-0.063492,5.0000,0.1000
1.420013,0.000000,-0.042735,-0.004511,-0.045114,-0.008547,-0.000191,-0.014652,5.0000,0.1000
1.430049,0.000000,-0.076923,-0.026235,-0.045114,-0.015385,-0.000191,0.014652,5.0000,0.1000
1.440142,0.000000,-0.059829,-0.036313,-0.052407,-0.011966,-0.000191,0.063492,5.0000,0.1000
1.450475,0.000000,-0.025641,-0.033111,-0.029661,-0.005128,-0.000191,-0.063492,5.0000,0.1000
1.461208,0.000000,0.008547,-0.020614,-0.029661,0.001709,-0.000191,0.014652,5.0000,0.1000
1.470202,0.000000,-0.128205,-0.052891,-0.027795,-0.025641,-0.000191,-0.014652,5.0000,0.1000
1.481711,0.000000,-0.025641,-0.044716,-0.041999,-0.005128,-0.000191,0.034188,5.0000,0.1000
1.490317,0.000000,-0.076923,-0.054378,-0.041999,-0.015385,-0.000191,0.004884,5.0000,0.1000
1.500096,0.000000,-0.025641,-0.045757,-0.049570,-0.005128,-0.000191,0.014652,5.0000,0.1000
1.510306,0.000000,-0.059829,-0.049979,-0.049570,-0.011966,-0.000191,0.073260,5.0000,0.1000
1.520292,0.000000,-0.094017,-0.063190,-0.044546,-0.018803,-0.000191,-0.053724,5.0000,0.1000
1.531181,0.000000,0.008547,-0.041669,-0.019689,0.001709,-0.000191,-0.063492,5.0000,0.1000
1.540372,0.000000,-0.008547,-0.031732,-0.036359,-0.001709,-0.000191,0.073260,5.0000,0.1000
1.550000,0.000000,-0.025641,-0.029905,-0.036359,-0.005128,-0.000191,-0.014652,5.0000,0.1000
1.560000,0.000000,-0.008547,-0.023498,-0.042644,-0.001709,-0.000191,-0.004884,5.0000,0.1000
1.570073,0.000000,0.076923,0.006629,-0.042644,0.015385,-0.000191,0.034188,5.0000,0.1000
1.580163,0.000000,-0.042735,-0.008180,-0.053219,-0.008547,-0.000191,0.024420,5.0000,0.1000
1.590171,0.000000,0.025641,0.001966,-0.034722,0.005128,-0.000191,-0.004884,5.0000,0.1000
1.600203,0.000000,-0.042735,-0.011444,-0.034722,-0.008547,-0.000191,0.063492,5.0000,0.1000
1.610005,0.000000,0.025641,-0.000319,-0.020452,0.005128,-0.000191,0.024420,5.0000,0.1000
1.623732,0.000000,-0.025641,-0.007915,-0.039953,-0.005128,-0.000191,-0.053724,5.0000,0.1000
1.630228,0.000000,-0.111111,-0.038874,-0.048749,-0.022222,-0.000191,0.034188,5.0000,0.1000
1.640866,0.000000,-0.008547,-0.029776,-0.048749,-0.001709,-0.000191,0.053724,5.0000,0.1000
1.650343,0.000000,-0.042735,-0.033664,-0.051092,-0.008547,-0.000191,0.014652,5.0000,0.1000
1.660258,0.000000,0.076923,-0.000488,-0.051092,0.015385,-0.000191,-0.122100,5.0000,0.1000
1.670000,0.000000,-0.025641,-0.008034,-0.016737,-0.005128,-0.000191,0.073260,5.0000,0.1000
1.682843,0.000000,0.008547,-0.003059,-0.029638,0.001709,-0.000191,-0.004884,5.0000,0.1000
1.690000,0.000000,-0.059829,-0.020090,-0.029638,-0.011966,-0.000191,0.004884,5.0000,0.1000
1.700509,0.000000,-0.008547,-0.016627,-0.039730,-0.001709,-0.000191,-0.112332,5.0000,0.1000
1.710585,0.000000,0.094017,0.016566,-0.051388,0.018803,-0.000191,-0.053724,5.0000,0.1000
1.720345,0.000000,-0.025641,0.003904,-0.051388,-0.005128,-0.000191,0.004884,5.0000,0.1000
1.730069,0.000000,-0.025641,-0.004960,-0.037626,-0.005128,-0.000191,0.043956,5.0000,0.1000
1.740114,0.000000,0.111111,0.029862,-0.037626,0.022222,-0.000191,-0.053724,5.0000,0.1000
1.750170,0.000000,-0.111111,-0.012430,-0.018119,-0.022222,-0.000191,-0.043956,5.0000,0.1000
1.761350,0.000000,0.059829,0.009248,-0.037562,0.011966,-0.000191,-0.112332,5.0000,0.1000
1.772801,0.000000,-0.076923,-0.016604,-0.046281,-0.015385,-0.000191,-0.004884,5.0000,0.1000
1.780304,0.000000,-0.076923,-0.034699,-0.046281,-0.015385,-0.000191,-0.083028,5.0000,0.1000
1.790920,0.000000,-0.025641,-0.031982,-0.047730,-0.005128,-0.000191,-0.063492,5.0000,0.1000
1.800000,0.000000,-0.230769,-0.091618,-0.047730,-0.046154,-0.000191,-0.024420,5.0000,0.1000
1.810001,0.000000,-0.076923,-0.087210,-0.019890,-0.015385,-0.000191,-0.083028,5.0000,0.1000
1.820001,0.000000,0.025641,-0.053354,-0.019890,0.005128,-0.000191,-0.092796,5.0000,0.1000
1.830582,0.000000,-0.025641,-0.045040,-0.023789,-0.005128,-0.000191,-0.014652,5.0000,0.1000
1.840233,0.000000,-0.076923,-0.054605,-0.042102,-0.015385,-0.000191,0.073260,5.0000,0.1000
1.851208,0.000000,0.042735,-0.025403,-0.045992,0.008547,-0.000191,0.034188,5.0000,0.1000
1.861443,0.000000,0.008547,-0.015218,-0.045992,0.001709,-0.000191,-0.043956,5.0000,0.1000
1.870156,0.000000,-0.008547,-0.013217,-0.043748,-0.001709,-0.000191,-0.053724,5.0000,0.1000
1.880247,0.000000,-0.076923,-0.032329,-0.043748,-0.015385,-0.000191,0.053724,5.0000,0.1000
1.890014,0.000000,-0.008547,-0.025194,-0.018787,-0.001709,-0.000191,-0.014652,5.0000,0.1000
1.900008,0.000000,-0.025641,-0.025328,-0.038653,-0.005128,-0.000191,-0.063492,5.0000,0.1000
1.910077,0.000000,-0.008547,-0.020294,-0.038653,-0.001709,-0.000191,0.034188,5.0000,0.1000
1.920000,0.000000,0.008547,-0.011642,-0.044080,0.001709,-0.000191,-0.014652,5.0000,0.1000
1.930113,0.000000,-0.008547,-0.010713,-0.054748,-0.001709,-0.000191,0.024420,5.0000,0.1000
1.940086,0.000000,0.094017,0.020706,-0.054748,0.018803,-0.000191,0.014652,5.0000,0.1000
1.950313,0.000000,0.025641,0.022186,-0.031242,0.005128,-0.000191,0.004884,5.0000,0.1000
1.960129,0.000000,0.059829,0.033479,-0.031242,0.011966,-0.000191,0.034188,5.0000,0.1000
1.970185,0.000000,-0.008547,0.020871,-0.021271,-0.001709,-0.000191,0.014652,5.0000,0.1000
1.980041,0.000000,0.025641,0.022302,-0.041365,0.005128,-0.000191,-0.043956,5.0000,0.1000
1.990174,0.000000,0.025641,0.023304,-0.041365,0.005128,-0.000191,0.004884,5.0000,0.1000
2.001598,0.000000,0.025641,0.024005,-0.046460,0.005128,-0.000191,0.014652,5.0000,0.1000
2.010306,0.000000,-0.111111,-0.016530,-0.048043,-0.022222,0.000191,0.122100,5.0000,0.1000
2.020883,0.000000,-0.008547,-0.014135,-0.048043,-0.001709,-0.000191,0.024420,5.0000,0.1000
2.031429,0.000000,-0.094017,-0.038100,-0.018226,-0.018803,-0.000191,-0.063492,5.0000,0.1000
2.040849,0.000000,0.008547,-0.024106,-0.033310,0.001709,-0.000191,-0.102564,5.0000,0.1000
2.050000,0.000000,0.025641,-0.009182,-0.033310,0.005128,-0.000191,-0.004884,5.0000,0.1000
2.060164,0.000000,-0.076923,-0.029504,-0.043696,-0.015385,-0.000191,0.024420,5.0000,0.1000
2.070305,0.000000,0.059829,-0.002704,-0.052773,0.011966,-0.000191,-0.024420,5.0000,0.1000
2.080204,0.000000,-0.145299,-0.045483,-0.052773,-0.029060,-0.000191,0.014652,5.0000,0.1000
2.090688,0.000000,-0.128205,-0.070299,-0.036828,-0.025641,-0.000191,-0.083028,5.0000,0.1000
2.100458,0.000000,0.008547,-0.046645,-0.019227,0.001709,-0.000191,0.014652,5.0000,0.1000
2.110000,0.000000,0.025641,-0.024960,-0.019227,0.005128,-0.000191,-0.043956,5.0000,0.1000
2.120032,0.000000,-0.025641,-0.025164,-0.036430,-0.005128,-0.000191,0.063492,5.0000,0.1000
2.130209,0.000000,0.008547,-0.015051,-0.047575,0.001709,-0.000191,-0.014652,5.0000,0.1000
2.140411,0.000000,-0.008547,-0.013100,-0.047575,-0.001709,-0.000191,-0.083028,5.0000,0.1000
2.150021,0.000000,0.008547,-0.006606,-0.048077,0.001709,-0.000191,-0.043956,5.0000,0.1000
2.160445,0.000000,-0.076923,-0.027701,-0.048077,-0.015385,-0.000191,-0.141636,5.0000,0.1000
2.170933,0.000000,0.008547,-0.016826,-0.021668,0.001709,-0.000191,-0.131868,5.0000,0.1000
2.180521,0.000000,-0.179487,-0.065625,-0.030750,-0.035897,-0.000191,0.024420,5.0000,0.1000
2.190841,0.000000,0.025641,-0.038245,-0.030750,0.005128,-0.000191,-0.014652,5.0000,0.1000
2.200000,0.000000,-0.059829,-0.044720,-0.034585,-0.011966,-0.000191,0.053724,5.0000,0.1000
2.211437,0.000000,-0.094017,-0.059509,-0.041825,-0.018803,-0.000191,0.102564,5.0000,0.1000
2.220000,0.000000,-0.025641,-0.049349,-0.041825,-0.005128,-0.000191,-0.004884,5.0000,0.1000
2.230000,0.000000,0.076923,-0.011467,-0.031323,0.015385,-0.000191,-0.151404,5.0000,0.1000
2.240000,0.000000,0.025641,-0.000335,-0.031323,0.005128,0.000191,0.141636,5.0000,0.1000
2.251424,0.000000,-0.145299,-0.043824,-0.015190,-0.029060,0.000191,0.122100,5.0000,0.1000
2.260096,0.000000,-0.042735,-0.043497,-0.038934,-0.008547,-0.000191,-0.063492,5.0000,0.1000
2.270474,0.000000,0.008547,-0.027884,-0.038934,0.001709,-0.000191,0.063492,5.0000,0.1000
2.280078,0.000000,0.094017,0.008686,-0.044764,0.018803,-0.000191,0.053724,5.0000,0.1000
2.290240,0.000000,-0.162393,-0.042638,-0.054204,-0.032479,-0.000191,0.014652,5.0000,0.1000
2.300000,0.000000,-0.059829,-0.047795,-0.054204,-0.011966,-0.000191,-0.053724,5.0000,0.1000
2.310035,0.000000,0.025641,-0.025764,-0.029042,0.005128,-0.000191,-0.043956,5.0000,0.1000
2.320050,0.000000,0.008547,-0.015471,-0.025289,0.001709,-0.000191,-0.073260,5.0000,0.1000
2.330301,0.000000,0.076923,0.012247,-0.045099,0.015385,-0.000191,0.014652,5.0000,0.1000
2.341692,0.000000,0.025641,0.016265,-0.045099,0.005128,-0.000191,0.004884,5.0000,0.1000
2.351544,0.000000,0.008547,0.013950,-0.051905,0.001709,-0.000191,-0.151404,5.0000,0.1000
2.361478,0.000000,0.008547,0.012329,-0.051905,0.001709,-0.000191,0.053724,5.0000,0.1000
2.370004,0.000000,0.008547,0.011194,-0.044912,0.001709,-0.000191,0.053724,5.0000,0.1000
2.380000,0.000000,0.042735,0.020657,-0.044912,0.008547,-0.000191,0.053724,5.0000,0.1000
2.390000,0.000000,0.008547,0.017024,-0.017663,0.001709,-0.000191,-0.004884,5.0000,0.1000
2.400000,0.000000,0.008547,0.014481,-0.029822,0.001709,-0.000191,0.053724,5.0000,0.1000
2.410234,0.000000,0.025641,0.017829,-0.029822,0.005128,-0.000191,0.043956,5.0000,0.1000
2.420536,0.000000,-0.076923,-0.010597,-0.044093,-0.015385,-0.000191,-0.083028,5.0000,0.1000
2.430197,0.000000,-0.076923,-0.030495,-0.053732,-0.015385,-0.000191,-0.004884,5.0000,0.1000
2.440489,0.000000,-0.008547,-0.023910,-0.053732,-0.001709,-0.000191,-0.063492,5.0000,0.1000
2.450349,0.000000,-0.076923,-0.039814,-0.032073,-0.015385,-0.000191,-0.073260,5.0000,0.1000
2.460000,0.000000,0.059829,-0.009921,-0.019605,0.011966,-0.000191,0.043956,5.0000,0.1000
2.470000,0.000000,-0.042735,-0.019765,-0.019605,-0.008547,0.000191,0.092796,5.0000,0.1000
2.481146,0.000000,-0.094017,-0.042041,-0.040428,-0.018803,-0.000191,0.043956,5.0000,0.1000
2.490445,0.000000,0.008547,-0.026865,-0.049919,0.001709,-0.000191,0.073260,5.0000,0.1000
2.500326,0.000000,-0.076923,-0.041882,-0.049919,-0.015385,-0.000191,0.063492,5.0000,0.1000
2.510233,0.000000,-0.042735,-0.042138,-0.047732,-0.008547,-0.000191,0.024420,5.0000,0.1000
2.520754,0.000000,0.008547,-0.026932,-0.017954,0.001709,-0.000191,-0.004884,5.0000,0.1000
2.530172,0.000000,0.008547,-0.016289,-0.017954,0.001709,-0.000191,-0.083028,5.0000,0.1000
2.540218,0.000000,-0.059829,-0.029351,-0.031855,-0.011966,-0.000191,-0.014652,5.0000,0.1000
2.550272,0.000000,-0.128205,-0.059007,-0.031855,-0.025641,-0.000191,0.004884,5.0000,0.1000
